X,Y,Z
88.12,4.67,166.29
88.10,4.28,166.30
88.09,3.90,166.29
88.10,3.52,166.27
88.13,3.15,166.24
88.15,2.78,166.21
88.16,2.44,166.18
88.15,2.11,166.16
88.12,1.79,166.14
88.05,1.47,166.15
87.92,1.16,166.17
87.73,0.86,166.21
87.50,0.60,166.27
87.28,0.39,166.34
87.09,0.25,166.42
86.95,0.20,166.48
86.83,0.23,166.53
86.75,0.34,166.55
86.69,0.51,166.57
86.67,0.70,166.56
86.68,0.91,166.55
86.72,1.11,166.53
86.82,1.32,166.50
86.98,1.58,166.44
87.23,1.93,166.33
87.55,2.37,166.17
87.92,2.93,165.98
88.32,3.61,165.75
88.74,4.40,165.52
89.18,5.32,165.27
89.61,6.38,165.02
90.03,7.60,164.77
90.43,9.00,164.54
90.80,10.55,164.34
91.15,12.24,164.20
91.44,14.05,164.10
91.70,15.94,164.03
91.88,17.85,164.01
91.97,19.74,164.01
91.94,21.61,164.03
91.76,23.42,164.06
91.40,25.15,164.07
90.93,26.80,164.07
90.35,28.42,164.05
89.70,29.97,164.00
89.01,31.44,163.96
88.29,32.81,163.93
87.57,34.08,163.92
86.85,34.84,163.93
86.31,34.79,164.07
86.01,33.98,164.34
85.96,32.64,164.71
86.04,30.82,165.13
86.17,28.83,165.68
86.18,26.83,166.20
86.12,24.89,166.67
85.95,23.07,167.06
85.67,21.32,167.39
85.34,19.60,167.65
84.99,17.92,167.86
84.64,16.30,168.03
84.30,14.74,168.18
83.96,13.22,168.32
83.63,11.75,168.45
83.32,10.31,168.60
83.07,8.88,168.77
82.89,7.47,168.97
82.76,6.05,169.22
82.64,4.61,169.49
82.53,3.14,169.76
82.43,1.69,170.03
82.36,0.27,170.29
82.32,-1.13,170.56
82.29,-2.50,170.82
82.24,-3.83,171.09
82.17,-5.13,171.38
82.03,-6.38,171.69
81.85,-7.56,172.02
81.65,-8.66,172.39
81.44,-9.66,172.78
81.26,-10.55,173.21
81.11,-11.34,173.64
81.00,-11.98,174.09
80.94,-12.48,174.53
80.93,-12.81,174.96
80.95,-12.99,175.37
80.97,-13.03,175.78
80.95,-12.97,176.17
80.90,-12.84,176.55
80.77,-12.63,176.89
80.55,-12.34,177.19
80.24,-11.98,177.45
79.87,-11.60,177.66
79.46,-11.21,177.84
79.06,-10.86,178.01
78.69,-10.58,178.16
78.35,-10.40,178.30
78.04,-10.29,178.43
77.76,-10.22,178.54
77.53,-10.15,178.62
77.39,-10.06,178.66
77.34,-9.92,178.66
77.36,-9.81,178.66
77.41,-9.74,178.67
77.47,-9.77,178.71
77.51,-9.90,178.80
77.52,-10.13,178.93
77.49,-10.40,179.07
77.42,-10.66,179.20
77.28,-10.86,179.29
77.09,-10.99,179.32
76.83,-11.06,179.29
76.51,-11.10,179.19
76.11,-11.12,179.02
75.67,-11.16,178.81
75.28,-11.23,178.57
75.02,-11.31,178.32
74.96,-11.40,178.08
75.09,-11.47,177.85
75.41,-11.52,177.62
75.85,-11.51,177.37
76.36,-11.40,177.12
76.90,-11.17,176.85
77.45,-10.78,176.60
78.21,-10.41,176.51
79.16,-10.16,176.73
80.48,-10.07,177.08
81.91,-10.09,177.45
82.91,-10.33,177.71
83.42,-10.60,177.74
83.50,-10.77,177.60
83.61,-10.96,177.50
83.97,-11.18,177.49
84.21,-11.32,177.43
84.31,-11.37,177.34
84.55,-11.39,177.24
84.77,-11.37,177.14
84.95,-11.33,177.04
85.13,-11.31,176.95
85.26,-11.31,176.88
85.37,-11.37,176.82
