X,Y,Z
89.85,-5.85,210.21
89.35,-6.7,210.43
88.82,-7.47,210.73
88.27,-8.17,211.12
87.71,-8.8,211.57
87.14,-9.36,212.08
86.59,-9.88,212.64
86.06,-10.39,213.24
85.54,-10.89,213.87
85.03,-11.38,214.51
84.53,-11.85,215.14
84.05,-12.28,215.74
83.62,-12.68,216.29
83.24,-13.11,216.78
82.91,-13.56,217.2
82.61,-14.06,217.56
82.36,-14.6,217.84
82.15,-15.14,218.03
81.96,-15.65,218.14
81.81,-16.11,218.16
81.68,-16.51,218.13
81.59,-16.86,218.04
81.52,-17.19,217.92
81.46,-17.49,217.79
81.43,-17.76,217.64
81.4,-18.01,217.5
81.37,-18.23,217.36
81.35,-18.41,217.24
81.32,-18.56,217.12
81.29,-18.67,217.03
81.25,-18.74,216.96
81.23,-18.79,216.89
81.23,-18.81,216.84
81.25,-18.78,216.78
81.28,-18.69,216.7
81.35,-18.53,216.6
81.45,-18.28,216.47
81.58,-17.95,216.32
81.72,-17.42,216.16
82.31,-16.22,216.06
83.48,-14.65,216.04
84.54,-13.12,216.12
85.5,-11.57,216.28
86.33,-10.07,216.44
87.09,-8.72,216.52
87.63,-7.56,216.51
87.95,-6.6,216.48
88.07,-5.88,216.42
88.06,-5.35,216.31
87.95,-4.9,216.19
87.74,-4.48,216.05
87.56,-4.13,215.92
87.53,-3.87,215.84
87.65,-3.66,215.77
87.85,-3.47,215.71
88.05,-3.3,215.64
88.22,-3.17,215.58
88.33,-3.08,215.53
88.4,-3.02,215.5
88.46,-2.96,215.46
88.52,-2.91,215.43
88.55,-2.86,215.4
88.57,-2.83,215.37
88.58,-2.8,215.34
88.58,-2.76,215.31
88.59,-2.71,215.27
88.6,-2.66,215.23
88.62,-2.62,215.19
88.64,-2.57,215.15
88.68,-2.52,215.1
88.73,-2.48,215.06
88.79,-2.42,215.01
88.87,-2.37,214.96
88.97,-2.29,214.9
89.08,-2.21,214.84
89.2,-2.12,214.78
89.32,-2.03,214.72
89.44,-1.94,214.65
89.56,-1.84,214.59
89.7,-1.73,214.53
89.87,-1.6,214.45
90.06,-1.47,214.37
90.28,-1.3,214.29
90.53,-1.13,214.19
90.8,-0.93,214.1
91.09,-0.72,214
91.42,-0.46,213.89
91.76,-0.19,213.77
92.1,0.12,213.66
92.46,0.45,213.54
92.85,0.83,213.43
93.26,1.22,213.32
93.65,1.64,213.19
94.04,2.09,213.07
94.41,2.54,212.96
94.75,3.02,212.87
95.08,3.53,212.8
95.38,4.06,212.73
95.66,4.61,212.65
95.9,5.15,212.57
96.11,5.71,212.5
96.28,6.3,212.43
96.42,6.86,212.37
96.52,7.5,212.33
96.54,8.15,212.32
96.51,8.87,212.34
96.43,9.66,212.42
96.27,10.5,212.53
96.1,11.41,212.68
95.89,12.4,212.85
95.74,13.5,213.03
95.57,14.68,213.19
95.45,16,213.32
95.33,17.45,213.43
95.21,19.04,213.53
95.11,20.79,213.59
94.98,22.73,213.6
94.85,24.87,213.55
94.68,27.25,213.38
94.44,29.9,213.06
94.09,32.8,212.58
93.57,35.94,211.92
92.89,39.21,211.14
92.18,42.39,210.25
91.43,45.39,209.22
90.54,48.19,207.95
89.51,50.74,206.41
