X,Y,Z
97.71,-11.43,194.96
97.25,-12.01,195.56
96.82,-12.63,196.17
96.41,-13.29,196.75
96.03,-13.97,197.29
95.68,-14.63,197.77
95.33,-15.26,198.15
94.99,-15.88,198.40
94.67,-16.47,198.52
94.41,-17.06,198.52
94.22,-17.63,198.42
94.08,-18.19,198.21
93.98,-18.73,197.91
93.88,-19.24,197.55
93.79,-19.74,197.14
93.72,-20.21,196.70
93.68,-20.65,196.24
93.64,-21.04,195.78
93.60,-21.38,195.33
93.54,-21.63,194.92
93.46,-21.80,194.58
93.40,-21.87,194.34
93.36,-21.86,194.22
93.34,-21.76,194.22
93.32,-21.57,194.32
93.29,-21.29,194.52
93.26,-20.91,194.78
93.24,-20.45,195.08
93.20,-19.89,195.41
93.58,-18.72,195.90
94.42,-16.99,196.43
95.67,-15.23,196.88
96.99,-13.45,197.27
98.08,-11.76,197.59
98.91,-10.28,197.67
99.35,-9.02,197.56
99.31,-8.07,197.40
98.99,-7.46,197.28
98.59,-7.07,197.22
98.17,-6.74,197.21
97.72,-6.38,197.22
97.32,-6.03,197.22
97.06,-5.73,197.21
96.94,-5.52,197.19
96.96,-5.37,197.15
97.08,-5.23,197.10
97.29,-5.11,197.06
97.49,-5.00,197.02
97.65,-4.91,196.98
97.77,-4.85,196.94
97.85,-4.81,196.91
97.93,-4.76,196.88
98.00,-4.71,196.85
98.04,-4.67,196.82
98.06,-4.64,196.78
98.07,-4.63,196.76
98.10,-4.64,196.73
98.14,-4.65,196.71
98.19,-4.65,196.68
98.23,-4.64,196.65
98.28,-4.62,196.62
98.36,-4.60,196.58
98.47,-4.56,196.54
98.61,-4.50,196.49
98.76,-4.44,196.43
98.91,-4.36,196.37
99.04,-4.27,196.31
99.14,-4.17,196.24
99.22,-4.04,196.16
99.29,-3.91,196.08
99.35,-3.81,196.01
99.41,-3.71,195.94
99.49,-3.62,195.87
99.58,-3.52,195.80
99.69,-3.42,195.72
99.81,-3.31,195.65
99.94,-3.20,195.56
100.06,-3.09,195.48
100.19,-2.97,195.39
100.32,-2.84,195.31
100.49,-2.69,195.21
100.68,-2.49,195.11
100.96,-2.24,195.01
101.31,-1.94,194.92
