X	Y	Z
96.36	2.38	52.3
96.66	2.88	52.17
97.02	3.4	52.03
97.45	3.97	51.89
97.9	4.51	51.77
98.33	4.99	51.73
98.64	5.38	51.81
98.82	5.67	51.99
98.97	5.87	52.28
99.11	6.01	52.68
99.22	6.11	53.17
99.25	6.18	53.71
99.22	6.22	54.24
99.11	6.26	54.73
98.96	6.28	55.14
98.78	6.27	55.44
98.58	6.22	55.62
98.39	6.13	55.67
98.2	6.01	55.61
98.03	5.84	55.45
97.84	5.62	55.22
97.64	5.34	54.94
97.4	4.98	54.63
97.14	4.55	54.31
96.86	4.04	54.01
96.56	3.47	53.75
96.25	2.87	53.53
95.92	2.24	53.36
95.57	1.59	53.24
95.2	0.93	53.18
94.81	0.26	53.18
94.41	-0.4	53.24
94	-1.06	53.37
93.6	-1.74	53.54
93.19	-2.43	53.75
92.76	-3.12	54
92.33	-3.82	54.26
91.88	-4.53	54.55
91.41	-5.24	54.85
90.97	-5.97	55.16
90.54	-6.71	55.48
90.15	-7.47	55.82
89.81	-8.22	56.18
89.5	-8.97	56.55
89.2	-9.69	56.92
88.92	-10.37	57.29
88.64	-11	57.67
88.35	-11.57	58.06
88.07	-12.07	58.45
87.78	-12.5	58.84
87.47	-12.87	59.23
87.13	-13.17	59.58
86.75	-13.43	59.9
86.35	-13.67	60.18
85.94	-13.89	60.41
85.56	-14.13	60.59
85.24	-14.37	60.71
84.97	-14.64	60.77
84.76	-14.93	60.76
84.63	-15.22	60.66
84.63	-15.31	60.5
84.96	-14.92	60.31
85.58	-14.23	60.03
86.36	-13.36	59.73
87.1	-12.59	59.44
87.82	-11.92	59.16
88.59	-11.18	58.92
89.24	-10.31	58.83
89.66	-9.43	58.9
89.88	-8.65	59.07
90.02	-8	59.21
90.11	-7.46	59.26
90.12	-7.03	59.27
90.09	-6.69	59.23
90.15	-6.37	59.19
90.26	-6.11	59.14
90.4	-5.9	59.11
90.58	-5.73	59.09
90.81	-5.59	59.06
91	-5.47	59.04
91.18	-5.37	59.02
91.33	-5.28	59
91.47	-5.22	58.98
91.6	-5.17	58.95
91.71	-5.13	58.92
91.8	-5.09	58.9
91.88	-5.05	58.87
91.95	-5.02	58.85
92.02	-5	58.83
92.08	-4.97	58.81
92.13	-4.95	58.79
92.17	-4.93	58.76
92.22	-4.91	58.74
92.26	-4.9	58.71
92.3	-4.88	58.69
92.33	-4.86	58.66
92.37	-4.83	58.64
92.4	-4.8	58.61
92.45	-4.77	58.58
92.51	-4.73	58.55
92.58	-4.69	58.52
92.65	-4.65	58.49
92.71	-4.61	58.46
92.78	-4.57	58.43
92.85	-4.53	58.4
92.91	-4.48	58.37
92.98	-4.44	58.34
93.05	-4.39	58.31
93.12	-4.33	58.28
93.19	-4.27	58.25
93.26	-4.2	58.22
93.33	-4.12	58.19
93.39	-4.04	58.16
93.42	-3.96	58.14
93.47	-3.88	58.12
93.52	-3.8	58.09
93.57	-3.71	58.07
93.63	-3.61	58.05
93.7	-3.52	58.04
93.77	-3.42	58.02
93.84	-3.31	58
93.92	-3.2	57.98
94.01	-3.09	57.97
94.12	-2.95	57.95
94.25	-2.8	57.94
94.38	-2.64	57.93
94.53	-2.47	57.93
94.68	-2.29	57.93
94.84	-2.08	57.93
95	-1.86	57.94
95.18	-1.61	57.94
95.37	-1.33	57.95
95.57	-1.03	57.95
95.76	-0.7	57.95
95.94	-0.35	57.96
96.12	0.02	57.97
96.27	0.42	57.98
96.4	0.87	57.99
96.49	1.36	58.02
96.56	1.92	58.06
96.62	2.53	58.12
96.67	3.2	58.2
96.73	3.94	58.3
96.79	4.76	58.41
96.89	5.66	58.54
97.01	6.66	58.7
97.16	7.78	58.87
97.36	9	59.06
97.6	10.35	59.26
97.88	11.82	59.48
98.22	13.44	59.73
98.59	15.22	60.02
98.98	17.17	60.31
99.36	19.26	60.6
99.71	21.5	60.84
100.05	23.84	61.05
100.38	26.27	61.25
100.71	28.76	61.44
101.03	31.25	61.61
101.38	33.68	61.76
101.72	35.99	61.87
102.07	38.2	61.94
102.48	40.38	61.96
103	42.6	61.94
103.75	44.75	61.94
104.41	46.38	61.87
104.44	47.01	61.46
103.9	46.93	60.76
103.11	46.43	59.92
102.38	45.69	59.11
101.87	44.87	58.49
101.54	44.05	58.04
101.27	43.19	57.72
100.99	42.24	57.48
100.65	41.17	57.31
100.24	39.94	57.17
99.8	38.51	57.08
99.34	36.88	57.04
98.92	35.03	57.06
98.55	32.99	57.18
98.24	30.83	57.37
97.92	28.63	57.59
97.57	26.42	57.79
97.17	24.23	57.98
96.71	22.06	58.16
96.19	19.91	58.3
95.64	17.79	58.41
95.09	15.67	58.55
94.55	13.56	58.67
94.06	11.45	58.79
93.62	9.36	58.92
93.2	7.28	59.03
92.78	5.25	59.12
92.34	3.25	59.19
91.89	1.3	59.21
91.4	-0.6	59.17
90.89	-2.46	59.09
90.36	-4.27	58.98
89.79	-6.02	58.86
89.18	-7.71	58.78
88.51	-9.33	58.72
87.79	-10.87	58.71
87.01	-12.35	58.76
86.18	-13.76	58.87
85.29	-15.14	59.05
84.36	-16.48	59.3
83.39	-17.78	59.64
82.41	-19.02	60.05
81.47	-20.18	60.55
80.63	-21.25	61.08
79.89	-22.18	61.61
79.21	-22.97	62.06
78.59	-23.58	62.37
78.06	-23.94	62.49
77.75	-24.02	62.45
77.83	-23.71	62.3
78.79	-22.4	62.09
80.01	-20.8	61.88
81.32	-19.07	61.81
82.61	-17.44	61.9
84.15	-15.84	62.05
85.74	-14.26	62.29
87	-12.71	62.66
87.83	-11.32	63.04
88.38	-10.34	63.25
88.87	-9.69	63.24
89.28	-9.16	63.17
89.59	-8.78	63.12
89.8	-8.61	63.13
89.89	-8.55	63.21
89.94	-8.5	63.32
89.98	-8.47	63.43
90.02	-8.44	63.55
90.07	-8.43	63.66
90.14	-8.42	63.75
90.22	-8.41	63.84
90.3	-8.39	63.92
90.37	-8.38	64.01
90.44	-8.37	64.09
90.5	-8.35	64.17
90.57	-8.34	64.25
90.64	-8.34	64.33
90.7	-8.33	64.41
90.76	-8.32	64.49
90.8	-8.31	64.57
90.83	-8.3	64.65
90.86	-8.3	64.74
90.89	-8.29	64.81
90.93	-8.27	64.89
90.97	-8.26	64.97
91.01	-8.24	65.05
91.06	-8.21	65.13
91.1	-8.19	65.2
91.14	-8.16	65.28
91.17	-8.13	65.36
91.2	-8.09	65.44
91.23	-8.05	65.52
91.25	-8	65.6
91.26	-7.95	65.68
91.24	-7.88	65.77
91.24	-7.82	65.85
91.22	-7.75	65.94
91.21	-7.68	66.03
91.22	-7.59	66.12
91.24	-7.5	66.21
91.25	-7.39	66.3
