X,Y,Z
97.52,-2.27,151.89
97.88,-1.95,151.87
98.22,-1.64,151.86
98.55,-1.30,151.84
98.88,-0.96,151.84
99.21,-0.59,151.85
99.55,-0.19,151.86
99.89,0.23,151.89
100.23,0.64,151.93
100.55,1.08,151.97
100.90,1.54,152.02
101.24,2.02,152.08
101.60,2.50,152.13
101.95,3.01,152.17
102.28,3.57,152.22
102.58,4.15,152.29
102.82,4.76,152.37
102.99,5.41,152.47
103.08,6.13,152.59
103.13,6.90,152.71
103.18,7.72,152.85
103.23,8.60,153.01
103.31,9.53,153.17
103.40,10.52,153.35
103.53,11.56,153.54
103.70,12.65,153.74
103.93,13.80,153.95
104.20,15.02,154.16
104.53,16.32,154.35
104.92,17.66,154.54
105.30,19.04,154.70
105.66,20.48,154.84
106.01,21.99,154.95
106.44,23.56,155.04
106.87,25.21,155.13
107.23,26.92,155.19
107.57,28.64,155.23
107.94,30.37,155.27
108.21,32.06,155.28
108.38,33.67,155.22
108.40,35.14,155.08
108.34,36.45,154.86
108.19,37.63,154.61
107.88,38.70,154.33
107.32,39.67,153.97
106.47,40.58,153.47
105.51,41.49,152.82
104.84,42.59,152.24
104.41,43.25,151.76
103.86,43.16,151.41
103.30,42.63,151.12
102.65,41.62,150.85
102.03,40.45,150.63
101.35,39.23,150.46
100.50,37.99,150.29
99.55,36.75,150.16
98.58,35.50,150.08
97.67,34.22,150.06
96.89,32.91,150.08
96.29,31.56,150.15
95.83,30.19,150.24
95.49,28.80,150.32
95.19,27.40,150.39
94.88,25.99,150.42
94.53,24.53,150.42
94.13,23.02,150.40
93.73,21.46,150.40
93.36,19.88,150.41
92.99,18.30,150.43
92.62,16.72,150.45
92.26,15.11,150.49
91.89,13.45,150.57
91.47,11.75,150.68
91.01,10.03,150.82
90.52,8.33,150.99
90.05,6.66,151.23
89.63,5.04,151.53
89.24,3.46,151.95
88.86,1.87,152.46
88.43,0.31,153.04
87.92,-1.17,153.69
87.32,-2.52,154.40
86.66,-3.77,155.19
85.95,-4.97,156.05
