X,Y,Z
94.98,-2.03,153.92
95.10,-1.94,153.92
95.23,-1.84,153.91
95.37,-1.73,153.89
95.52,-1.62,153.88
95.68,-1.51,153.87
95.83,-1.39,153.87
95.99,-1.27,153.86
96.16,-1.15,153.86
96.36,-1.02,153.86
96.58,-0.87,153.86
96.82,-0.72,153.86
97.07,-0.55,153.85
97.32,-0.39,153.85
97.54,-0.24,153.83
97.76,-0.09,153.82
97.97,0.06,153.80
98.15,0.21,153.79
98.32,0.37,153.79
98.46,0.52,153.79
98.58,0.67,153.79
98.69,0.83,153.80
98.79,1.01,153.81
98.89,1.21,153.82
99.00,1.46,153.84
99.11,1.74,153.86
99.21,2.07,153.89
99.29,2.43,153.92
99.36,2.82,153.95
99.42,3.22,153.98
99.46,3.65,154.01
99.48,4.10,154.04
99.46,4.59,154.07
99.42,5.11,154.12
99.36,5.69,154.19
99.28,6.34,154.27
99.22,7.03,154.36
99.16,7.75,154.48
99.07,8.51,154.60
98.94,9.27,154.73
98.78,10.03,154.89
98.62,10.79,155.07
98.49,11.56,155.26
98.41,12.34,155.47
98.40,13.13,155.69
98.39,13.95,155.90
98.45,14.79,156.11
98.59,15.64,156.33
98.78,16.50,156.54
99.01,17.38,156.74
99.30,18.29,156.92
99.63,19.24,157.08
100.00,20.23,157.19
100.39,21.25,157.27
100.81,22.32,157.30
101.26,23.43,157.30
101.72,24.59,157.24
102.18,25.81,157.13
102.69,27.08,156.98
103.24,28.39,156.79
103.83,29.73,156.56
104.44,31.08,156.31
105.05,32.40,156.03
105.57,33.66,155.75
105.92,34.85,155.45
106.12,36.01,155.12
106.15,37.14,154.78
106.02,38.23,154.40
105.73,39.27,153.95
105.34,40.26,153.43
104.87,41.28,152.84
104.37,42.56,152.11
103.76,43.41,151.21
102.80,43.54,150.25
101.66,43.12,149.31
100.41,42.23,148.45
99.20,41.03,147.74
98.14,39.76,147.22
97.25,38.56,146.91
96.57,37.47,146.79
96.14,36.45,146.82
95.89,35.41,146.93
95.74,34.30,147.08
95.70,33.02,147.28
95.58,31.55,147.45
95.30,29.96,147.51
94.85,28.28,147.46
94.23,26.53,147.28
93.54,24.78,147.03
92.89,23.06,146.78
92.35,21.34,146.58
