2.13,1.50,0.17,100.46,43.33,140.14,2.61,177.79,1,853,1,10
3.34,0.52,-0.02,177.86,-11.17,-33.14,3.38,181.26,1,850,0,21
0.18,0.61,-0.26,-71.66,178.83,-128.11,0.69,231.36,0,0,2,61
-0.19,2.53,0.70,-155.58,-6.84,-187.99,2.64,244.11,0,0,3,96
0.03,1.29,-0.23,88.99,-59.63,-161.50,1.31,193.80,1,659,2,112
0.12,1.38,-0.22,74.46,118.71,-168.46,1.41,219.12,2,527,5,118
0.23,0.66,-0.05,-16.42,-68.97,-105.83,0.70,127.39,7,442,8,123
0.16,1.10,0.22,-22.22,-11.47,-60.91,1.14,65.85,41,414,15,125
0.07,0.90,0.13,40.04,9.52,-15.75,0.91,44.07,147,411,31,122
0.16,0.96,-0.03,32.90,-0.79,-6.53,0.97,33.55,160,413,38,130
0.13,0.94,-0.02,9.34,1.53,-0.06,0.95,9.46,187,419,45,132
0.13,0.97,0.06,-16.48,-7.20,-1.83,0.98,18.08,181,424,47,135
0.12,1.03,0.10,0.06,-1.46,0.79,1.04,1.67,232,431,51,132
0.11,0.97,0.06,9.89,6.23,-3.72,0.98,12.26,238,436,55,131
0.13,0.97,0.01,5.49,1.65,-3.72,0.98,6.84,238,440,57,128
0.13,0.97,0.02,-5.62,-0.31,-2.50,0.98,6.16,257,446,62,121
0.13,0.97,0.05,-14.40,-1.04,-3.17,0.98,14.79,270,446,60,118
0.09,0.99,0.13,-1.28,0.61,2.20,1.00,2.62,205,451,64,109
0.13,0.99,0.09,13.49,7.26,-1.83,1.00,15.43,256,453,62,109
0.14,0.94,0.00,14.65,4.03,-2.69,0.96,15.43,232,458,65,104
0.14,0.94,0.01,-5.00,-1.83,-2.26,0.95,5.79,230,461,67,100
0.13,0.97,0.07,-17.21,-2.75,-1.40,0.98,17.49,247,463,66,99
0.12,1.01,0.11,-7.08,-1.71,-0.73,1.02,7.32,280,464,69,99
0.14,0.99,0.07,8.30,2.14,-3.85,1.00,9.39,286,471,75,93
0.14,0.97,0.01,7.45,2.69,-5.55,0.99,9.67,220,484,81,78
