X,Y,Z
96.33,-28.82,163.08
96.24,-28.56,163.11
96.15,-28.31,163.13
96.07,-28.06,163.15
96.01,-27.82,163.17
95.95,-27.60,163.18
95.89,-27.41,163.19
95.84,-27.25,163.20
95.81,-27.12,163.20
95.79,-27.01,163.19
95.76,-26.92,163.20
95.75,-26.87,163.21
95.74,-26.86,163.22
95.76,-26.87,163.22
95.83,-26.90,163.20
95.94,-26.94,163.17
96.08,-27.00,163.14
96.23,-27.07,163.10
96.41,-27.14,163.06
96.62,-27.21,163.01
96.83,-27.26,162.96
97.02,-27.29,162.92
97.19,-27.32,162.88
97.33,-27.32,162.85
97.45,-27.32,162.83
97.57,-27.30,162.81
97.69,-27.25,162.78
97.81,-27.18,162.75
97.93,-27.09,162.73
98.05,-26.99,162.70
98.18,-26.86,162.67
98.30,-26.72,162.64
98.42,-26.56,162.62
98.53,-26.39,162.60
98.65,-26.22,162.57
98.77,-26.04,162.55
98.90,-25.84,162.52
99.01,-25.64,162.50
99.11,-25.42,162.49
99.21,-25.22,162.48
99.32,-25.03,162.47
99.44,-24.83,162.45
99.57,-24.64,162.44
99.71,-24.44,162.42
99.85,-24.24,162.41
99.97,-24.01,162.40
100.07,-23.78,162.40
100.14,-23.55,162.41
100.19,-23.31,162.43
100.21,-23.08,162.47
100.23,-22.85,162.48
100.23,-22.62,162.51
100.25,-22.39,162.52
100.27,-22.14,162.54
100.30,-21.88,162.55
100.30,-21.60,162.58
100.29,-21.31,162.62
100.27,-21.02,162.67
100.24,-20.69,162.72
100.26,-20.36,162.75
100.31,-20.01,162.79
100.39,-19.62,162.82
100.47,-19.19,162.85
100.50,-18.69,162.88
100.52,-18.12,162.94
100.55,-17.49,163.00
100.58,-16.79,163.06
100.72,-16.11,163.07
100.89,-15.36,163.11
101.10,-14.52,163.13
101.34,-13.57,163.14
101.63,-12.50,163.12
101.95,-11.32,163.09
102.26,-10.00,163.07
102.61,-8.56,163.04
102.90,-7.00,163.02
103.18,-5.37,163.03
103.50,-3.70,163.07
103.84,-2.02,163.12
104.25,-0.32,163.15
104.68,1.39,163.14
105.09,3.12,163.09
105.48,4.82,162.96
105.92,6.43,162.73
106.47,7.94,162.43
107.08,9.33,162.09
107.68,10.65,161.75
108.26,11.90,161.40
108.73,13.11,161.03
108.98,14.33,160.57
109.04,15.46,159.98
109.14,16.64,159.33
109.17,17.76,158.68
108.66,18.44,157.99
107.87,18.70,157.33
106.92,18.55,156.74
105.84,18.05,156.21
104.72,17.21,155.77
103.69,16.16,155.45
102.80,15.05,155.26
102.04,13.90,155.19
101.40,12.79,155.23
100.87,11.73,155.37
100.43,10.76,155.61
100.03,9.84,155.92
99.66,8.96,156.30
99.27,8.07,156.73
98.83,7.14,157.21
98.35,6.13,157.74
97.83,5.05,158.30
97.30,3.90,158.90
96.77,2.70,159.54
96.28,1.46,160.21
95.83,0.18,160.91
95.40,-1.11,161.62
94.98,-2.41,162.34
94.57,-3.72,163.06
94.15,-5.05,163.77
93.77,-6.39,164.50
93.43,-7.73,165.22
93.12,-9.07,165.96
92.84,-10.43,166.76
92.63,-11.79,167.58
92.45,-13.20,168.41
92.27,-14.68,169.29
92.15,-16.15,170.22
92.04,-17.56,171.19
91.89,-18.91,172.16
91.67,-20.24,173.13
91.37,-21.55,174.10
91.02,-22.83,175.07
90.62,-24.06,176.02
90.21,-25.20,176.92
89.80,-26.24,177.75
89.44,-27.15,178.52
89.14,-27.95,179.22
88.95,-28.65,179.82
88.90,-29.24,180.30
88.90,-29.68,180.64
88.88,-29.93,180.86
88.77,-29.94,180.99
88.59,-29.73,181.11
