-,-,-
78.17,0.96,187.73
78.16,0.96,187.73
78.15,0.96,187.72
78.15,0.96,187.72
78.16,0.96,187.72
78.17,0.96,187.72
78.17,0.96,187.72
78.18,0.96,187.72
78.19,0.96,187.72
78.20,0.96,187.72
78.20,0.96,187.72
78.20,0.96,187.72
78.20,0.96,187.72
78.20,0.96,187.72
78.21,0.96,187.72
78.21,0.96,187.72
78.20,0.96,187.71
78.19,0.96,187.71
78.18,0.96,187.70
78.17,0.96,187.69
78.16,0.96,187.69
78.15,0.96,187.68
78.15,0.96,187.68
78.15,0.96,187.68
78.16,0.96,187.68
78.16,0.96,187.68
78.16,0.96,187.68
78.17,0.96,187.68
78.17,0.96,187.68
78.18,0.96,187.68
78.18,0.96,187.68
78.18,0.96,187.68
78.18,0.96,187.68
78.18,0.96,187.67
78.18,0.96,187.67
78.19,0.96,187.67
78.19,0.96,187.67
78.19,0.96,187.67
78.19,0.96,187.66
78.19,0.96,187.66
78.19,0.96,187.66
78.19,0.96,187.66
78.19,0.96,187.66
78.20,0.96,187.66
78.19,0.96,187.66
78.20,0.96,187.65
78.19,0.96,187.65
78.19,0.96,187.65
78.19,0.96,187.65
78.19,0.96,187.64
78.19,0.96,187.64
78.19,0.96,187.64
78.19,0.97,187.63
78.18,0.97,187.63
78.18,0.97,187.63
78.18,0.96,187.63
78.18,0.97,187.62
78.18,0.97,187.62
78.18,0.97,187.62
78.18,0.97,187.62
78.18,0.97,187.62
78.18,0.97,187.62
78.18,0.97,187.62
78.18,0.97,187.61
78.18,0.97,187.61
78.17,0.97,187.61
78.17,0.97,187.61
78.18,0.97,187.61
78.18,0.97,187.61
78.18,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.60
78.19,0.97,187.59
78.19,0.97,187.59
78.19,0.97,187.59
78.19,0.97,187.59
78.19,0.97,187.59
78.19,0.97,187.59
78.19,0.97,187.58
78.20,0.97,187.58
78.20,0.97,187.58
78.20,0.97,187.58
78.20,0.97,187.58
78.21,0.97,187.58
78.21,0.97,187.58
78.21,0.97,187.57
78.21,0.97,187.57
78.21,0.97,187.57
78.21,0.97,187.57
78.22,0.97,187.57
78.22,0.98,187.57
78.23,0.97,187.57
78.23,0.97,187.57
78.24,0.97,187.57
78.25,0.97,187.57
78.25,0.97,187.57
78.26,0.97,187.57
78.26,0.97,187.57
78.27,0.97,187.57
78.27,0.97,187.58
78.28,0.97,187.58
78.29,0.98,187.58
78.29,0.97,187.58
78.29,0.97,187.58
78.29,0.97,187.58
78.29,0.98,187.57
78.29,0.98,187.57
78.29,0.98,187.57
78.28,0.98,187.57
78.28,0.98,187.57
78.28,0.98,187.56
78.27,0.98,187.56
78.27,0.98,187.56
78.27,0.98,187.55
78.27,0.98,187.55
78.27,0.98,187.55
78.27,0.98,187.55
78.27,0.98,187.55
78.27,0.98,187.55
78.27,0.97,187.54
78.26,0.97,187.54
78.26,0.97,187.54
78.25,0.97,187.53
78.25,0.97,187.53
78.24,0.97,187.53
78.25,0.97,187.52
78.25,0.97,187.52
78.25,0.97,187.52
78.25,0.97,187.52
78.25,0.97,187.52
78.25,0.97,187.52
78.25,0.98,187.51
78.25,0.98,187.51
78.25,0.98,187.51
78.25,0.98,187.51
78.25,0.98,187.51
78.24,0.98,187.50
78.24,0.98,187.50
78.24,0.98,187.50
78.23,0.98,187.50
78.23,0.98,187.49
78.23,0.98,187.49
78.23,0.98,187.49
78.23,0.98,187.49
78.23,0.98,187.49
78.23,0.98,187.49
78.24,0.98,187.49
78.24,0.98,187.49
78.24,0.98,187.49
78.25,0.98,187.48
78.25,0.98,187.48
78.25,0.98,187.48
78.25,0.98,187.48
78.25,0.98,187.47
78.25,0.98,187.47
78.25,0.98,187.47
78.25,0.98,187.47
78.25,0.98,187.47
78.25,0.98,187.47
78.24,0.98,187.46
78.23,0.98,187.46
78.22,0.98,187.45
78.22,0.98,187.45
78.21,0.98,187.44
78.20,0.98,187.44
78.20,0.97,187.44
78.20,0.97,187.44
78.20,0.97,187.44
78.20,0.97,187.44
78.20,0.97,187.43
78.20,0.97,187.43
78.20,0.97,187.43
78.20,0.97,187.43
78.20,0.97,187.43
78.20,0.97,187.42
78.21,0.97,187.42
78.21,0.97,187.42
78.21,0.97,187.42
78.20,0.97,187.42
78.20,0.97,187.42
78.20,0.97,187.42
78.20,0.97,187.41
78.20,0.97,187.41
78.20,0.97,187.41
78.19,0.97,187.40
78.18,0.97,187.40
78.18,0.97,187.40
78.17,0.97,187.39
78.16,0.97,187.39
78.16,0.97,187.39
78.16,0.97,187.38
78.15,0.97,187.38
78.15,0.97,187.38
78.15,0.97,187.37
78.16,0.97,187.37
78.16,0.97,187.37
78.16,0.97,187.37
78.16,0.97,187.37
78.17,0.97,187.37
78.17,0.97,187.37
78.18,0.97,187.37
78.19,0.97,187.37
78.19,0.97,187.38
78.20,0.96,187.38
78.21,0.96,187.38
78.22,0.97,187.38
78.23,0.97,187.38
78.24,0.96,187.39
78.25,0.96,187.39
78.26,0.96,187.39
78.27,0.96,187.39
78.27,0.96,187.40
78.27,0.96,187.40
78.28,0.96,187.40
78.28,0.96,187.40
78.29,0.95,187.40
78.29,0.95,187.40
78.29,0.95,187.40
78.29,0.95,187.40
78.30,0.95,187.40
78.30,0.95,187.40
78.30,0.96,187.40
78.30,0.96,187.40
78.30,0.96,187.40
78.30,0.96,187.40
78.29,0.96,187.39
78.29,0.96,187.39
78.29,0.96,187.39
78.29,0.96,187.39
78.29,0.96,187.39
78.29,0.96,187.38
78.29,0.96,187.38
78.29,0.96,187.38
78.28,0.96,187.37
78.28,0.96,187.37
78.27,0.96,187.37
78.27,0.96,187.36
78.27,0.96,187.36
78.26,0.96,187.36
78.26,0.96,187.35
78.25,0.96,187.35
78.25,0.96,187.35
78.25,0.96,187.35
78.24,0.96,187.35
78.24,0.96,187.34
78.23,0.96,187.34
78.23,0.96,187.34
78.22,0.96,187.34
78.22,0.96,187.33
78.22,0.96,187.33
78.22,0.96,187.33
78.22,0.96,187.33
78.22,0.96,187.33
78.21,0.96,187.32
78.21,0.96,187.32
78.21,0.96,187.32
78.21,0.95,187.32
78.21,0.95,187.32
78.21,0.96,187.32
78.22,0.96,187.32
78.22,0.96,187.32
78.22,0.96,187.32
78.22,0.96,187.32
78.22,0.96,187.31
78.21,0.95,187.31
78.21,0.95,187.31
78.20,0.95,187.31
78.20,0.95,187.31
78.20,0.95,187.30
78.20,0.95,187.31
78.20,0.95,187.31
78.20,0.95,187.30
78.21,0.95,187.30
78.21,0.95,187.30
78.21,0.95,187.30
78.21,0.95,187.30
78.21,0.95,187.29
78.20,0.95,187.29
78.20,0.95,187.29
78.20,0.95,187.29
78.20,0.95,187.28
78.19,0.95,187.28
78.19,0.95,187.28
78.19,0.95,187.28
78.18,0.95,187.27
78.18,0.95,187.27
78.18,0.95,187.27
78.18,0.95,187.27
78.18,0.95,187.27
78.18,0.95,187.27
