X,Y,Z
80.19,23.06,10.87
80.53,22.91,11.29
80.91,22.62,11.69
81.26,22.18,12.02
81.54,21.62,12.25
81.73,20.95,12.39
81.81,20.20,12.43
81.79,19.38,12.38
81.70,18.50,12.25
81.55,17.55,12.07
81.37,16.54,11.84
81.18,15.49,11.62
81.01,14.38,11.39
80.86,13.25,11.19
80.73,12.10,11.01
80.62,10.94,10.86
80.51,9.79,10.73
80.43,8.67,10.62
80.37,7.58,10.54
80.34,6.55,10.47
80.35,5.56,10.42
80.43,4.64,10.39
80.55,3.81,10.38
80.71,3.09,10.38
80.89,2.51,10.40
81.08,2.07,10.44
81.25,1.76,10.50
81.40,1.56,10.58
81.53,1.44,10.69
81.65,1.39,10.82
81.77,1.40,10.98
81.89,1.51,11.17
82.05,1.66,11.33
82.46,1.66,11.45
82.84,1.57,11.68
83.15,1.48,11.92
83.48,1.45,12.14
83.79,1.52,12.40
83.93,1.54,12.58
83.69,1.14,12.47
83.43,0.39,12.27
83.45,-0.24,12.23
83.52,-0.31,12.25
83.55,-0.01,12.27
83.77,0.30,12.30
83.89,0.30,12.26
83.94,0.10,12.18
84.00,-0.11,12.14
84.01,-0.22,12.13
84.01,-0.39,12.12
83.97,-0.62,12.12
83.92,-0.86,12.12
83.95,-1.07,12.12
84.00,-1.25,12.10
84.07,-1.40,12.06
84.14,-1.49,12.01
84.22,-1.51,11.96
84.30,-1.47,11.92
84.36,-1.39,11.89
84.40,-1.27,11.88
84.41,-1.11,11.88
84.42,-0.90,11.89
84.43,-0.66,11.91
84.43,-0.38,11.94
84.43,-0.07,11.97
84.43,0.26,12.00
84.43,0.61,12.03
84.44,0.97,12.06
84.46,1.32,12.09
84.48,1.68,12.12
84.49,2.01,12.16
84.51,2.34,12.20
84.53,2.65,12.23
84.56,2.94,12.27
84.59,3.23,12.30
84.63,3.51,12.33
84.68,3.79,12.36
84.73,4.06,12.38
84.78,4.33,12.39
84.84,4.58,12.41
84.89,4.83,12.43
84.92,5.05,12.45
84.95,5.26,12.48
84.96,5.45,12.51
84.97,5.61,12.54
84.95,5.74,12.58
84.93,5.86,12.62
84.91,5.95,12.66
84.89,6.04,12.69
84.86,6.13,12.71
84.83,6.22,12.74
84.80,6.31,12.76
84.76,6.43,12.79
84.73,6.58,12.82
84.70,6.79,12.85
84.68,7.05,12.88
84.68,7.38,12.91
84.70,7.79,12.94
84.73,8.30,12.96
84.78,8.90,12.98
84.83,9.61,13.00
84.88,10.44,13.03
84.92,11.43,13.08
84.99,12.57,13.16
85.05,13.91,13.24
85.05,15.45,13.32
84.97,17.22,13.40
84.79,19.20,13.50
84.40,21.41,13.61
83.76,23.78,13.70
82.96,26.26,13.79
82.18,28.76,13.89
81.47,31.20,13.97
80.87,33.54,14.01
80.31,35.78,14.00
79.75,37.96,13.96
79.14,40.11,13.85
78.46,42.21,13.62
77.69,44.33,13.31
76.74,46.57,12.92
75.51,48.59,12.30
74.68,49.80,11.93
74.60,50.11,12.19
75.15,49.44,12.97
76.31,48.11,14.15
77.58,46.55,15.42
78.70,44.95,16.65
79.57,43.42,17.72
80.15,42.03,18.52
80.46,40.79,19.03
80.53,39.63,19.30
80.43,38.45,19.37
80.23,37.15,19.30
80.00,35.61,19.17
79.79,33.79,19.02
79.61,31.69,18.88
79.47,29.37,18.77
79.34,26.92,18.70
79.20,24.42,18.65
79.03,21.92,18.62
78.84,19.45,18.61
78.63,17.03,18.62
78.43,14.66,18.67
78.28,12.34,18.75
78.20,10.07,18.87
78.20,7.85,19.04
78.20,5.71,19.25
78.11,3.70,19.46
77.93,1.88,19.66
77.67,0.36,19.86
77.42,-0.80,20.08
77.24,-1.61,20.38
77.21,-2.13,20.79
77.39,-2.49,21.32
77.82,-2.80,21.95
78.48,-3.16,22.65
79.32,-3.57,23.35
80.18,-4.00,24.01
80.91,-4.31,24.58
81.39,-4.35,25.06
81.61,-4.05,25.45
81.60,-3.43,25.72
81.47,-2.55,25.84
81.30,-1.50,25.83
81.12,-0.28,25.69
81.23,1.01,25.40
81.83,1.65,25.29
82.33,1.09,25.49
82.64,-0.22,25.57
82.62,-1.69,25.43
82.93,-2.92,25.34
83.30,-3.33,25.23
83.63,-2.95,25.14
84.10,-2.35,25.13
84.46,-1.98,25.07
84.63,-1.95,25.00
84.72,-2.06,25.00
84.73,-2.10,25.00
84.69,-2.16,25.04
84.62,-2.24,25.10
84.54,-2.25,25.12
84.49,-2.24,25.15
84.47,-2.16,25.16
84.43,-2.04,25.16
84.38,-1.90,25.16
84.32,-1.72,25.18
84.24,-1.53,25.21
84.15,-1.33,25.26
84.05,-1.11,25.31
83.98,-0.86,25.37
83.93,-0.57,25.42
83.91,-0.26,25.48
83.92,0.09,25.52
83.94,0.44,25.57
83.99,0.80,25.61
84.05,1.14,25.65
84.12,1.46,25.68
84.20,1.74,25.70
84.30,2.00,25.72
84.41,2.24,25.73
84.53,2.46,25.73
84.65,2.66,25.71
84.75,2.87,25.69
84.85,3.06,25.67
84.94,3.25,25.64
85.02,3.42,25.62
85.07,3.57,25.61
85.09,3.69,25.60
85.10,3.75,25.61
85.09,3.77,25.62
85.06,3.76,25.63
85.02,3.72,25.64
