X,Y,Z
86.78,44.00,41.18
86.69,42.81,40.98
86.47,41.31,40.81
86.13,39.63,40.66
85.69,37.87,40.54
85.16,36.08,40.46
84.58,34.28,40.38
83.95,32.47,40.32
83.31,30.69,40.26
82.69,28.97,40.21
82.13,27.30,40.19
81.61,25.69,40.20
81.14,24.12,40.24
80.69,22.60,40.30
80.25,21.12,40.37
79.74,19.68,40.45
79.16,18.31,40.57
78.52,16.98,40.72
77.86,15.66,40.93
77.29,14.34,41.21
76.91,12.99,41.58
76.79,11.61,42.06
76.93,10.23,42.64
77.31,8.91,43.29
77.86,7.74,43.98
78.52,6.79,44.65
79.19,6.13,45.27
79.82,5.75,45.82
80.38,5.63,46.27
80.85,5.68,46.61
81.23,5.81,46.80
81.52,5.97,46.86
81.69,6.12,46.81
81.73,6.26,46.69
81.70,6.46,46.54
81.69,6.82,46.39
81.83,7.47,46.25
82.17,8.44,46.13
82.71,9.75,46.07
83.61,10.82,46.12
84.63,10.76,46.28
85.72,10.27,46.44
86.42,9.96,46.50
86.32,9.73,46.30
86.19,9.62,46.09
86.57,9.57,46.12
86.98,9.69,46.12
87.19,10.03,46.01
87.44,10.46,45.94
87.70,10.96,45.92
87.87,11.50,45.93
88.00,12.01,45.99
88.09,12.46,46.10
88.15,12.84,46.22
88.19,13.14,46.33
88.19,13.37,46.41
88.17,13.54,46.48
88.15,13.67,46.53
88.12,13.76,46.58
88.10,13.83,46.62
88.08,13.91,46.66
88.09,13.98,46.68
88.12,14.05,46.70
88.15,14.12,46.71
88.20,14.19,46.71
88.25,14.29,46.71
88.32,14.43,46.72
88.39,14.62,46.73
88.46,14.83,46.75
88.53,15.05,46.76
88.57,15.25,46.79
88.60,15.39,46.82
88.62,15.49,46.86
88.61,15.57,46.91
88.59,15.64,46.95
88.57,15.70,47.00
88.57,15.77,47.04
88.58,15.86,47.07
88.58,15.96,47.08
88.60,16.07,47.10
88.62,16.17,47.10
88.63,16.24,47.10
88.65,16.28,47.10
88.66,16.30,47.09
88.67,16.29,47.07
88.72,16.29,47.05
88.77,16.31,47.02
88.84,16.37,46.97
88.92,16.43,46.92
89.01,16.50,46.88
89.10,16.57,46.83
89.19,16.62,46.78
89.28,16.64,46.74
89.35,16.66,46.69
89.42,16.67,46.65
89.47,16.67,46.61
89.51,16.67,46.58
89.56,16.66,46.56
89.60,16.68,46.54
89.64,16.70,46.50
89.68,16.73,46.46
89.72,16.77,46.42
89.77,16.83,46.38
89.83,16.94,46.34
89.92,17.13,46.30
90.04,17.43,46.26
90.17,17.83,46.22
90.30,18.33,46.18
90.46,18.95,46.16
90.63,19.69,46.16
90.84,20.58,46.19
91.07,21.64,46.26
91.31,22.88,46.35
91.55,24.27,46.50
