X,Y,Z
68.12,-47.78,195.70
71.05,-47.60,194.00
74.01,-47.33,192.23
76.98,-46.97,190.42
79.93,-46.52,188.57
82.82,-45.98,186.71
85.60,-45.34,184.88
88.23,-44.61,183.10
90.68,-43.80,181.42
92.93,-42.90,179.84
94.97,-41.94,178.39
96.84,-40.93,177.06
98.54,-39.86,175.83
100.07,-38.76,174.69
101.43,-37.61,173.64
102.61,-36.42,172.69
103.61,-35.18,171.84
104.41,-33.90,171.08
105.02,-32.56,170.42
105.45,-31.15,169.83
105.71,-29.69,169.29
105.81,-28.15,168.82
105.75,-26.55,168.41
105.55,-24.89,168.07
105.24,-23.16,167.79
104.82,-21.37,167.56
104.29,-19.52,167.41
103.61,-17.65,167.32
102.81,-15.74,167.28
101.89,-13.82,167.27
100.88,-11.88,167.25
99.79,-9.91,167.20
98.60,-7.92,167.10
97.31,-5.88,166.93
95.93,-3.82,166.66
94.48,-1.75,166.32
93.02,0.32,165.91
91.64,2.36,165.49
90.40,4.34,165.08
89.35,6.27,164.73
88.51,8.12,164.44
87.87,9.90,164.25
87.44,11.58,164.17
87.20,13.15,164.21
87.13,14.61,164.39
87.18,15.95,164.71
87.28,17.16,165.18
87.40,18.23,165.78
87.54,19.17,166.52
87.71,19.97,167.41
87.94,20.66,168.43
88.25,21.23,169.59
88.63,21.68,170.89
89.06,22.01,172.33
89.54,22.22,173.91
90.05,22.31,175.66
90.59,22.26,177.57
91.17,22.06,179.64
91.80,21.71,181.87
92.49,21.22,184.25
93.25,20.58,186.77
94.09,19.79,189.44
95.00,18.89,192.25
95.96,17.87,195.17
96.96,16.74,198.20
97.97,15.49,201.32
98.96,14.13,204.53
99.91,12.65,207.79
100.75,11.04,211.09
101.44,9.33,214.38
101.94,7.53,217.65
102.24,5.65,220.84
102.38,3.70,223.95
102.36,1.71,226.94
102.23,-0.31,229.78
101.98,-2.34,232.47
101.64,-4.37,234.99
101.25,-6.40,237.34
100.84,-8.42,239.52
100.45,-10.46,241.51
100.14,-12.48,243.32
99.93,-14.52,244.91
99.83,-16.56,246.26
99.84,-18.59,247.35
99.99,-20.60,248.16
100.30,-22.56,248.70
100.80,-24.45,248.96
101.49,-26.26,248.96
102.35,-27.96,248.74
103.40,-29.55,248.31
104.64,-31.01,247.74
106.05,-32.36,247.05
107.63,-33.59,246.28
109.33,-34.71,245.47
