-,-,-
79.09,23.64,315.10
79.09,23.64,315.07
79.08,23.63,315.03
79.08,23.63,315.00
79.07,23.63,314.96
79.07,23.62,314.93
79.06,23.62,314.89
79.06,23.62,314.86
79.05,23.61,314.82
79.05,23.61,314.79
79.04,23.60,314.75
79.04,23.60,314.71
79.03,23.60,314.68
79.03,23.59,314.64
79.02,23.59,314.61
79.01,23.58,314.57
79.01,23.58,314.53
79.00,23.58,314.49
79.00,23.57,314.46
78.99,23.57,314.42
78.99,23.57,314.39
78.98,23.56,314.35
78.97,23.56,314.31
78.97,23.55,314.28
78.96,23.55,314.24
78.95,23.55,314.21
78.95,23.54,314.17
78.94,23.54,314.13
78.93,23.54,314.10
78.93,23.53,314.06
78.93,23.53,314.02
78.92,23.53,313.99
78.92,23.52,313.95
78.92,23.52,313.91
78.91,23.51,313.88
78.91,23.51,313.84
78.90,23.50,313.81
78.90,23.50,313.77
78.89,23.50,313.74
78.89,23.50,313.70
78.89,23.49,313.66
78.88,23.49,313.63
78.88,23.49,313.59
78.88,23.48,313.56
78.87,23.48,313.52
78.87,23.48,313.49
78.87,23.48,313.45
78.86,23.47,313.41
78.86,23.47,313.38
78.86,23.46,313.34
78.85,23.46,313.30
78.85,23.46,313.27
78.85,23.45,313.23
78.84,23.45,313.19
78.84,23.44,313.16
78.83,23.44,313.12
78.83,23.43,313.08
78.82,23.43,313.04
78.82,23.42,313.00
78.82,23.42,312.97
78.81,23.41,312.93
78.81,23.41,312.89
78.81,23.40,312.85
78.80,23.40,312.81
78.80,23.39,312.77
78.79,23.39,312.74
78.79,23.39,312.70
78.78,23.38,312.66
78.77,23.38,312.62
78.77,23.37,312.59
78.76,23.37,312.55
78.75,23.37,312.51
78.75,23.36,312.47
78.74,23.36,312.43
78.73,23.36,312.39
78.73,23.35,312.35
78.72,23.35,312.31
78.71,23.34,312.28
78.71,23.34,312.24
78.70,23.34,312.20
78.70,23.33,312.16
78.69,23.33,312.12
78.68,23.32,312.08
78.68,23.32,312.05
78.68,23.32,312.01
78.67,23.31,311.97
78.67,23.31,311.93
78.66,23.30,311.90
78.65,23.30,311.86
78.65,23.30,311.82
78.64,23.29,311.78
78.64,23.29,311.74
78.63,23.28,311.70
78.63,23.28,311.67
78.63,23.27,311.63
78.62,23.27,311.59
78.62,23.27,311.55
78.62,23.26,311.51
78.61,23.26,311.47
78.61,23.25,311.43
78.61,23.25,311.39
78.61,23.24,311.36
78.61,23.23,311.32
78.60,23.23,311.28
78.60,23.23,311.24
78.60,23.22,311.20
78.60,23.22,311.16
78.59,23.21,311.12
78.59,23.21,311.08
78.59,23.20,311.04
78.59,23.20,311.00
78.58,23.19,310.97
78.58,23.19,310.93
78.57,23.18,310.89
78.57,23.18,310.85
78.56,23.17,310.81
78.56,23.17,310.77
78.55,23.16,310.73
78.55,23.16,310.69
78.54,23.16,310.65
78.54,23.15,310.61
78.54,23.15,310.57
78.53,23.14,310.53
78.53,23.14,310.49
78.53,23.14,310.45
78.52,23.13,310.41
78.51,23.13,310.37
78.51,23.12,310.33
78.50,23.12,310.29
78.50,23.12,310.25
78.49,23.11,310.21
78.49,23.11,310.17
78.48,23.11,310.13
78.48,23.10,310.09
78.47,23.10,310.04
78.47,23.10,310.00
78.46,23.09,309.97
78.45,23.09,309.93
78.44,23.09,309.89
78.44,23.08,309.85
78.43,23.08,309.81
78.42,23.07,309.77
78.42,23.07,309.73
78.42,23.07,309.69
78.41,23.06,309.65
78.41,23.06,309.61
78.41,23.05,309.57
78.40,23.05,309.53
78.39,23.04,309.49
78.39,23.04,309.45
78.38,23.03,309.41
78.38,23.03,309.37
78.37,23.02,309.33
78.37,23.02,309.29
78.36,23.02,309.24
78.36,23.01,309.20
78.35,23.01,309.16
78.35,23.00,309.12
78.34,23.00,309.08
78.34,23.00,309.04
78.33,22.99,309.00
78.33,22.99,308.95
78.32,22.98,308.91
78.32,22.97,308.87
78.32,22.97,308.83
78.31,22.96,308.79
78.31,22.96,308.75
78.30,22.95,308.71
78.30,22.95,308.67
78.29,22.94,308.62
78.29,22.94,308.58
78.29,22.93,308.54
78.28,22.93,308.50
78.28,22.92,308.46
78.27,22.92,308.42
78.27,22.91,308.38
78.26,22.91,308.33
78.26,22.90,308.29
78.25,22.90,308.25
78.25,22.90,308.21
78.24,22.89,308.16
78.24,22.89,308.12
78.23,22.88,308.08
78.23,22.88,308.04
78.22,22.87,307.99
78.22,22.87,307.95
78.21,22.86,307.91
78.21,22.86,307.87
78.20,22.85,307.82
78.19,22.85,307.78
78.19,22.84,307.74
78.19,22.84,307.69
78.18,22.83,307.65
78.18,22.83,307.61
78.17,22.82,307.56
78.17,22.82,307.52
78.16,22.81,307.48
78.16,22.81,307.43
78.16,22.80,307.39
78.15,22.80,307.35
78.15,22.79,307.30
78.14,22.79,307.26
78.14,22.78,307.22
78.13,22.78,307.18
78.13,22.77,307.13
78.12,22.77,307.09
78.12,22.77,307.05
78.11,22.76,307.01
78.10,22.76,306.97
78.10,22.75,306.92
78.09,22.74,306.88
78.08,22.74,306.84
78.08,22.73,306.79
78.07,22.73,306.75
78.06,22.72,306.70
78.05,22.72,306.66
78.04,22.71,306.62
78.04,22.71,306.58
78.03,22.70,306.53
78.02,22.70,306.49
78.01,22.69,306.45
78.00,22.69,306.41
77.99,22.68,306.36
77.99,22.68,306.32
77.98,22.67,306.27
77.97,22.67,306.23
77.97,22.66,306.19
77.96,22.65,306.14
77.96,22.65,306.10
77.95,22.64,306.05
77.94,22.64,306.01
77.94,22.63,305.96
77.93,22.63,305.92
77.92,22.62,305.87
77.91,22.62,305.83
77.91,22.61,305.79
77.90,22.61,305.74
77.90,22.61,305.70
77.89,22.60,305.65
77.89,22.60,305.61
77.88,22.59,305.56
77.88,22.59,305.52
77.87,22.58,305.47
77.87,22.58,305.43
77.87,22.58,305.39
77.86,22.57,305.34
77.86,22.57,305.30
77.85,22.57,305.25
77.85,22.56,305.21
77.84,22.55,305.16
77.84,22.55,305.12
77.83,22.54,305.08
77.83,22.54,305.03
77.82,22.53,304.99
77.82,22.52,304.94
77.82,22.52,304.90
77.81,22.51,304.85
77.81,22.51,304.81
77.80,22.50,304.76
77.80,22.50,304.72
77.79,22.49,304.67
77.79,22.48,304.63
77.78,22.48,304.58
77.77,22.47,304.54
77.77,22.47,304.49
77.76,22.46,304.45
77.76,22.46,304.40
77.75,22.45,304.36
77.75,22.45,304.32
77.74,22.44,304.27
77.73,22.43,304.23
77.73,22.43,304.18
77.72,22.42,304.13
77.72,22.42,304.09
77.71,22.41,304.04
77.70,22.41,303.99
77.70,22.40,303.94
77.69,22.39,303.90
77.69,22.39,303.85
77.68,22.38,303.80
77.67,22.38,303.75
77.67,22.37,303.71
77.66,22.36,303.66
77.66,22.36,303.61
77.65,22.35,303.57
77.65,22.34,303.52
77.64,22.34,303.47
77.63,22.33,303.42
77.63,22.33,303.38
77.62,22.32,303.33
77.61,22.32,303.28
77.61,22.31,303.23
77.60,22.31,303.18
77.60,22.30,303.13
77.59,22.30,303.09
77.58,22.29,303.04
77.58,22.29,302.99
77.57,22.28,302.94
77.57,22.27,302.90
77.56,22.27,302.85
77.55,22.26,302.80
77.55,22.25,302.75
77.54,22.25,302.71
77.54,22.24,302.66
77.54,22.23,302.61
77.53,22.23,302.56
77.53,22.22,302.52
77.52,22.21,302.47
77.52,22.21,302.42
77.51,22.20,302.37
77.51,22.20,302.32
77.51,22.19,302.27
77.50,22.18,302.23
77.50,22.18,302.18
77.50,22.17,302.13
77.49,22.16,302.08
77.49,22.16,302.03
77.48,22.15,301.98
77.48,22.14,301.93
77.48,22.14,301.88
77.47,22.13,301.84
77.47,22.12,301.79
77.46,22.12,301.74
77.46,22.11,301.69
77.45,22.10,301.64
77.45,22.10,301.59
77.44,22.09,301.54
77.44,22.09,301.49
77.43,22.08,301.44
77.42,22.08,301.40
77.42,22.07,301.34
77.41,22.06,301.29
77.41,22.06,301.25
77.40,22.05,301.20
77.40,22.04,301.15
77.39,22.04,301.10
77.39,22.03,301.05
77.38,22.02,301.00
77.38,22.02,300.95
77.37,22.01,300.90
77.37,22.00,300.85
77.36,21.99,300.80
77.36,21.98,300.75
77.36,21.98,300.70
77.35,21.97,300.66
77.35,21.96,300.61
77.34,21.95,300.56
77.34,21.95,300.51
77.33,21.94,300.46
77.33,21.93,300.41
77.33,21.92,300.36
77.32,21.92,300.31
77.32,21.91,300.26
77.31,21.91,300.22
77.31,21.90,300.17
77.30,21.89,300.12
77.30,21.89,300.07
77.29,21.88,300.01
77.28,21.87,299.96
77.28,21.87,299.91
77.27,21.86,299.86
77.27,21.85,299.81
77.26,21.85,299.76
77.26,21.84,299.71
77.25,21.83,299.66
77.24,21.83,299.61
77.24,21.82,299.56
77.23,21.82,299.51
77.22,21.81,299.46
77.21,21.80,299.41
77.20,21.80,299.36
77.19,21.79,299.31
77.18,21.78,299.26
77.18,21.78,299.21
77.17,21.77,299.16
77.16,21.77,299.11
77.15,21.76,299.06
77.14,21.75,299.01
77.13,21.75,298.95
77.12,21.74,298.90
77.12,21.73,298.85
77.11,21.73,298.80
77.10,21.72,298.74
77.09,21.71,298.69
77.08,21.71,298.64
77.08,21.70,298.59
77.07,21.69,298.53
77.07,21.69,298.48
77.06,21.68,298.43
77.06,21.67,298.38
77.05,21.66,298.33
77.04,21.66,298.27
77.03,21.65,298.22
77.03,21.64,298.17
77.02,21.64,298.12
77.01,21.63,298.07
77.01,21.63,298.02
77.00,21.62,297.97
76.99,21.61,297.92
76.99,21.61,297.86
76.98,21.60,297.81
76.98,21.59,297.76
76.97,21.58,297.71
76.97,21.58,297.66
76.96,21.57,297.61
76.96,21.56,297.56
76.96,21.55,297.50
76.96,21.55,297.45
76.95,21.54,297.40
76.95,21.53,297.35
76.95,21.52,297.30
76.94,21.51,297.24
76.94,21.50,297.19
76.94,21.50,297.14
76.93,21.49,297.09
76.93,21.48,297.03
76.93,21.47,296.98
76.92,21.46,296.93
76.92,21.46,296.87
76.92,21.45,296.82
76.91,21.44,296.77
76.91,21.44,296.71
76.91,21.43,296.66
76.90,21.42,296.61
76.90,21.41,296.55
76.89,21.41,296.50
76.89,21.40,296.45
76.88,21.39,296.40
76.87,21.38,296.34
76.87,21.37,296.29
76.86,21.37,296.24
76.85,21.36,296.18
76.85,21.35,296.13
76.84,21.34,296.08
76.84,21.33,296.02
76.83,21.33,295.97
76.82,21.32,295.92
76.82,21.31,295.86
76.81,21.31,295.81
76.80,21.30,295.75
76.80,21.29,295.70
76.79,21.28,295.65
76.79,21.28,295.59
76.78,21.27,295.54
76.78,21.26,295.48
76.77,21.25,295.43
76.77,21.25,295.38
76.76,21.24,295.32
76.75,21.23,295.27
76.74,21.22,295.21
76.73,21.21,295.16
76.73,21.20,295.10
76.72,21.20,295.05
76.72,21.19,294.99
76.71,21.18,294.93
76.70,21.17,294.88
76.70,21.17,294.82
76.69,21.16,294.77
76.69,21.15,294.71
76.68,21.14,294.66
76.67,21.13,294.60
76.67,21.13,294.54
76.66,21.12,294.49
76.66,21.11,294.43
76.65,21.11,294.38
76.64,21.10,294.32
76.63,21.09,294.27
76.62,21.08,294.21
76.62,21.07,294.16
76.61,21.07,294.10
76.60,21.06,294.05
76.60,21.05,293.99
76.59,21.04,293.94
76.58,21.03,293.88
76.58,21.02,293.83
76.57,21.01,293.77
76.57,21.01,293.72
76.56,21.00,293.66
76.56,20.99,293.61
76.55,20.98,293.55
76.55,20.97,293.49
76.54,20.96,293.44
76.54,20.95,293.38
76.53,20.94,293.32
76.53,20.93,293.27
76.52,20.92,293.21
76.52,20.91,293.15
76.51,20.91,293.10
76.51,20.90,293.04
76.51,20.89,292.98
76.50,20.88,292.93
76.50,20.87,292.87
76.50,20.86,292.81
76.50,20.85,292.76
76.49,20.84,292.70
76.49,20.83,292.64
76.49,20.82,292.59
76.48,20.81,292.53
76.48,20.80,292.47
76.47,20.80,292.41
76.47,20.79,292.36
76.46,20.78,292.30
76.45,20.77,292.24
76.45,20.76,292.19
76.44,20.75,292.13
76.44,20.74,292.07
76.43,20.73,292.01
76.42,20.72,291.96
76.42,20.71,291.90
76.42,20.70,291.84
76.41,20.69,291.78
76.41,20.68,291.72
76.40,20.67,291.67
76.39,20.66,291.61
76.39,20.65,291.55
76.38,20.64,291.49
76.37,20.63,291.43
76.37,20.62,291.37
76.36,20.62,291.32
76.36,20.61,291.26
76.35,20.60,291.20
76.34,20.59,291.14
76.34,20.58,291.08
76.33,20.57,291.02
76.33,20.56,290.96
76.32,20.55,290.90
76.31,20.54,290.85
