-,-,-
-0.52,0.35,-0.03,36.38,-18.43,120.91,0.62,127.60,1,704,0,7
-0.52,0.31,-0.12,7.63,9.58,132.39,0.61,132.95,1,699,0,8
-0.33,0.38,-0.25,-14.10,32.29,166.63,0.56,170.31,1,691,0,9
-0.07,0.81,-0.18,-40.71,32.35,202.03,0.83,208.61,1,692,0,7
0.19,0.96,-0.21,-25.39,20.87,219.73,1.00,222.17,1,695,0,7
0.28,1.01,-0.23,-35.58,-0.85,228.52,1.07,231.27,1,696,0,8
0.25,1.33,-0.12,-46.39,-4.27,239.81,1.36,244.29,1,706,0,8
0.41,1.29,-0.24,-66.16,5.98,225.16,1.38,234.75,1,707,0,7
0.55,1.55,-0.17,-103.33,12.02,197.02,1.66,222.80,1,712,0,6
0.77,1.75,-0.09,-108.15,18.98,192.08,1.92,221.25,1,712,0,7
1.20,1.64,-0.12,-103.52,13.37,168.82,2.04,198.48,1,715,0,6
1.37,1.62,0.19,-117.07,-5.43,138.06,2.13,181.09,1,722,0,4
1.47,1.61,0.63,-99.98,-12.08,105.90,2.27,146.13,1,725,0,4
1.66,1.33,0.71,-27.47,2.75,81.60,2.24,86.15,1,721,0,5
1.86,0.98,0.37,17.64,11.84,3.17,2.13,21.48,1,719,0,6
1.52,0.85,0.03,0.73,2.01,-57.86,1.74,57.90,1,705,0,12
-0.31,1.08,-0.00,161.38,-48.46,-176.82,1.12,244.25,3,544,0,55
-0.79,0.60,2.29,317.32,-63.84,-150.45,2.49,356.94,11,416,3,107
0.48,1.06,0.70,-44.74,36.44,-28.99,1.36,64.57,139,412,13,147
0.12,0.71,-0.40,21.73,4.88,-5.74,0.82,23.00,277,449,53,149
0.00,1.08,0.03,-4.39,-0.31,-1.34,1.08,4.61,304,466,77,145
0.03,0.99,-0.02,6.16,-1.28,-3.36,0.99,7.14,406,482,105,148
0.04,0.96,-0.01,8.06,-1.28,-4.39,0.96,9.27,487,491,131,144
0.04,0.99,-0.00,3.23,-1.77,-3.91,1.00,5.37,515,499,152,138
0.04,1.01,-0.01,4.27,-2.14,-7.32,1.01,8.74,442,508,167,119
0.04,1.02,-0.01,6.84,-3.23,-10.50,1.02,12.94,636,515,176,93
0.05,0.99,0.00,10.62,-4.15,-15.44,0.99,19.20,648,522,192,74
0.07,1.00,-0.01,11.35,-4.52,-16.91,1.00,20.86,901,529,206,57
0.08,0.97,0.01,25.88,-5.80,-29.17,0.98,39.43,491,541,225,42
0.07,1.02,0.02,20.81,-8.48,-33.94,1.02,40.70,553,567,232,25
0.09,1.10,0.08,15.87,-10.44,-41.50,1.11,45.64,466,617,247,13
0.13,0.92,0.03,14.95,-11.96,-57.62,0.93,60.72,309,687,252,7
0.14,1.16,0.09,-35.34,-14.04,-64.21,1.17,74.62,32736,0,250,6
0.15,1.32,0.02,-27.40,-12.08,-75.99,1.33,81.68,197,784,262,5
0.19,1.12,0.05,-23.19,-10.38,-92.90,1.14,96.31,141,820,277,4
0.24,1.09,0.02,-23.25,-1.34,-103.76,1.12,106.34,105,832,270,5
0.30,1.32,-0.10,-21.67,-0.31,-121.09,1.36,123.02,76,833,276,6
0.35,1.24,-0.11,0.06,-11.96,-146.42,1.29,146.91,53,825,232,5
0.38,1.57,-0.12,0.24,-16.91,-177.73,1.62,178.54,36,806,216,4
0.60,2.35,-0.29,-6.04,-22.03,-232.60,2.44,233.72,23,780,146,1
0.51,3.43,-0.29,-9.34,-25.09,-321.78,3.48,322.89,8,764,51,0
0.16,2.35,-0.66,65.19,-27.53,-368.41,2.45,375.14,2,753,9,0
-1.19,0.56,-0.74,3.97,-47.42,-384.28,1.51,387.21,1,725,0,15
-0.62,0.32,-0.49,-128.42,-139.28,-25.88,0.86,191.21,1,719,0,9
-0.93,0.70,0.31,-9.09,-83.86,147.03,1.20,169.51,1,715,0,7
-0.87,0.18,0.06,33.69,-15.38,153.14,0.89,157.55,1,700,0,8
-0.86,-0.13,-0.30,-7.75,12.94,209.66,0.92,210.20,1,683,0,11
-0.67,0.44,-0.24,-78.31,5.19,269.84,0.84,281.02,1,674,0,10
-0.30,1.05,-0.11,-74.95,-13.61,274.23,1.10,284.61,1,664,0,11
-0.16,1.15,-0.24,-105.10,-66.53,297.67,1.18,322.61,1,664,0,9
-0.03,1.51,0.08,-142.70,-94.97,298.83,1.52,344.50,2,666,0,9
0.26,2.02,0.65,-177.98,-58.41,272.34,2.14,330.54,1,671,0,7
1.36,2.63,0.52,-145.69,52.12,254.27,3.01,297.65,1,669,0,8
3.12,1.70,-0.08,-85.51,86.49,210.69,3.56,243.28,2,664,0,10
3.55,1.49,0.50,-115.78,38.15,90.88,3.88,152.05,2,663,0,10
3.13,0.84,0.39,-52.98,-18.19,-21.91,3.26,60.15,3,653,0,21
1.15,-0.47,-2.11,534.91,20.51,-46.81,2.45,537.35,93,446,0,64
-0.59,2.90,1.30,-112.12,-50.23,7.39,3.23,123.08,396,490,84,162
-0.07,1.96,0.23,-70.92,-3.54,8.73,1.97,71.55,504,518,153,138
0.05,1.07,-0.01,-3.66,-2.62,-16.11,1.07,16.73,558,541,182,98
