X,Y,Z
92.51,2.64,107.10
92.53,2.70,107.13
92.55,2.77,107.16
92.58,2.85,107.20
92.62,2.96,107.23
92.67,3.08,107.26
92.72,3.21,107.30
92.76,3.35,107.35
92.80,3.51,107.40
92.83,3.68,107.47
92.86,3.88,107.54
92.90,4.12,107.61
92.94,4.37,107.68
92.98,4.64,107.75
93.03,4.93,107.82
93.07,5.23,107.89
93.09,5.56,107.95
93.09,5.89,108.01
93.07,6.23,108.07
93.04,6.58,108.14
93.01,6.95,108.20
92.98,7.33,108.26
92.95,7.72,108.33
92.91,8.11,108.40
92.87,8.50,108.48
92.82,8.89,108.57
92.76,9.25,108.66
92.71,9.59,108.77
92.66,9.91,108.88
92.62,10.22,108.98
92.60,10.51,109.08
92.59,10.78,109.17
92.59,11.03,109.25
92.61,11.25,109.33
92.63,11.45,109.41
92.65,11.64,109.47
92.68,11.81,109.52
92.70,11.98,109.57
92.73,12.14,109.62
92.76,12.31,109.66
92.79,12.47,109.71
92.82,12.63,109.76
92.84,12.79,109.81
92.86,12.95,109.86
92.87,13.10,109.92
92.89,13.24,109.99
92.92,13.39,110.05
92.95,13.56,110.10
92.99,13.73,110.14
93.03,13.92,110.18
93.07,14.11,110.21
93.11,14.32,110.25
93.15,14.52,110.29
93.19,14.72,110.32
93.23,14.92,110.36
93.29,15.12,110.39
93.35,15.33,110.41
93.42,15.53,110.43
93.50,15.75,110.44
93.60,15.97,110.45
93.70,16.20,110.46
93.80,16.44,110.47
93.91,16.69,110.49
94.04,16.95,110.52
94.19,17.23,110.56
94.35,17.53,110.59
94.53,17.87,110.61
94.72,18.24,110.64
94.91,18.64,110.67
95.11,19.10,110.71
95.32,19.60,110.76
95.53,20.15,110.82
95.75,20.77,110.91
95.98,21.45,111.02
96.24,22.20,111.17
96.50,23.03,111.34
96.77,23.97,111.53
97.03,25.02,111.71
97.30,26.19,111.90
97.54,27.50,112.08
97.78,28.96,112.25
98.01,30.58,112.41
98.18,32.37,112.51
98.27,34.31,112.54
98.26,36.39,112.47
98.12,38.57,112.27
97.89,40.81,111.95
97.58,43.06,111.51
97.09,45.22,110.93
96.38,47.29,110.16
95.53,49.29,109.17
94.61,51.27,107.99
93.68,53.22,106.63
92.80,55.13,105.15
92.02,56.76,103.82
91.12,57.62,102.71
90.17,57.69,101.88
89.44,57.18,101.45
89.09,56.32,101.43
89.08,55.32,101.73
89.25,54.27,102.22
89.46,53.20,102.79
89.61,52.15,103.38
89.66,51.09,103.96
89.57,50.04,104.51
89.31,48.98,105.02
88.91,47.88,105.48
88.48,46.70,105.94
88.07,45.40,106.42
87.74,43.94,106.97
87.52,42.32,107.61
87.39,40.54,108.33
87.34,38.65,109.11
87.31,36.69,109.92
87.29,34.69,110.73
87.24,32.69,111.53
87.17,30.71,112.34
87.08,28.76,113.17
87.00,26.82,114.06
86.99,24.89,115.06
87.08,22.97,116.15
87.27,21.13,117.34
87.56,19.44,118.58
87.96,17.97,119.84
88.51,16.74,121.11
89.18,15.67,122.32
89.85,14.67,123.35
90.39,13.76,124.12
90.70,13.07,124.58
90.81,12.71,124.82
90.76,12.71,124.98
90.67,12.99,125.12
90.68,13.38,124.76
91.13,14.08,124.24
91.63,14.17,123.92
91.80,13.59,123.71
91.84,13.30,123.62
91.97,13.19,123.74
91.92,12.98,123.88
91.85,12.68,124.06
91.85,12.46,124.25
91.87,12.25,124.34
91.96,12.09,124.37
92.03,11.96,124.36
92.07,11.83,124.35
92.08,11.70,124.37
92.07,11.59,124.41
92.03,11.51,124.45
91.99,11.47,124.50
91.94,11.48,124.53
91.90,11.52,124.55
91.85,11.59,124.56
91.81,11.68,124.58
91.77,11.78,124.60
91.72,11.89,124.63
91.69,12.01,124.64
91.67,12.12,124.66
91.65,12.24,124.66
91.65,12.36,124.66
91.64,12.48,124.65
91.64,12.60,124.63
91.65,12.73,124.61
91.66,12.86,124.58
91.68,13.01,124.56
91.70,13.18,124.53
91.72,13.36,124.50
91.74,13.56,124.47
91.76,13.76,124.44
91.78,13.97,124.41
91.80,14.18,124.38
91.82,14.40,124.35
91.84,14.61,124.31
91.85,14.82,124.27
91.86,15.02,124.23
91.87,15.20,124.19
91.89,15.36,124.14
91.93,15.51,124.10
91.98,15.66,124.05
92.06,15.80,123.97
92.15,15.94,123.89
92.25,16.09,123.78
92.36,16.24,123.67
92.48,16.40,123.57
92.61,16.57,123.47
92.75,16.77,123.38
92.89,17.01,123.30
93.02,17.30,123.22
93.16,17.65,123.16
93.30,18.07,123.13
93.44,18.57,123.12
93.58,19.16,123.15
93.74,19.86,123.22
93.90,20.68,123.32
94.04,21.64,123.44
94.18,22.77,123.61
94.34,24.10,123.81
94.47,25.65,124.01
94.58,27.45,124.19
94.64,29.49,124.34
94.64,31.78,124.46
94.57,34.30,124.55
94.39,37.02,124.57
94.10,39.89,124.51
93.72,42.82,124.34
93.28,45.71,124.09
92.73,48.45,123.74
92.05,51.03,123.23
91.27,53.52,122.51
90.33,55.96,121.53
88.94,58.24,120.09
87.12,60.26,118.27
85.35,61.47,116.77
83.99,61.49,115.81
83.70,60.80,115.72
84.34,59.81,116.30
85.51,58.77,117.28
86.72,57.70,118.31
87.70,56.58,119.22
88.32,55.42,119.92
88.60,54.19,120.40
88.57,52.84,120.67
88.33,51.33,120.77
87.98,49.62,120.77
87.60,47.73,120.71
87.24,45.67,120.66
86.92,43.43,120.62
86.66,41.04,120.63
86.43,38.52,120.69
86.22,35.89,120.80
86.02,33.21,120.96
85.82,30.53,121.17
85.62,27.89,121.44
85.43,25.32,121.76
85.24,22.85,122.16
85.08,20.48,122.67
84.96,18.20,123.30
84.90,16.02,124.07
84.86,13.95,124.95
84.86,12.03,125.92
84.88,10.29,126.96
84.93,8.72,128.04
85.03,7.31,129.15
85.19,6.02,130.25
85.41,4.86,131.32
85.66,3.86,132.28
85.89,3.05,133.09
86.06,2.50,133.72
86.14,2.21,134.19
86.09,2.17,134.53
85.92,2.31,134.77
85.81,2.44,134.44
86.30,2.89,133.45
87.01,3.07,132.61
87.46,2.31,132.07
87.89,1.41,131.79
88.12,1.08,131.75
88.25,1.08,131.89
88.26,1.18,132.11
88.18,1.16,132.28
88.18,1.16,132.39
88.32,1.30,132.39
88.49,1.44,132.25
88.62,1.64,132.10
88.67,1.85,132.00
88.65,2.00,131.95
88.60,2.11,131.94
88.56,2.20,131.91
88.55,2.29,131.84
88.54,2.40,131.73
88.53,2.51,131.62
88.52,2.63,131.52
88.51,2.77,131.42
88.50,2.92,131.33
88.49,3.07,131.25
88.50,3.24,131.15
88.53,3.43,131.06
88.56,3.63,130.95
88.60,3.86,130.83
88.64,4.10,130.71
88.69,4.35,130.58
88.73,4.62,130.46
88.79,4.89,130.35
88.85,5.18,130.24
88.91,5.48,130.13
88.97,5.78,130.03
89.05,6.07,129.93
89.12,6.35,129.83
89.20,6.62,129.72
89.29,6.89,129.60
89.39,7.15,129.47
89.49,7.42,129.33
89.59,7.67,129.18
89.69,7.92,129.02
89.78,8.15,128.85
89.86,8.39,128.68
89.93,8.64,128.50
90.01,8.89,128.32
90.09,9.15,128.14
90.19,9.41,127.97
90.30,9.69,127.79
90.41,9.99,127.60
90.52,10.33,127.40
90.63,10.71,127.21
90.75,11.16,127.04
90.86,11.67,126.91
90.97,12.27,126.81
91.08,12.95,126.74
91.17,13.71,126.73
91.29,14.58,126.76
91.44,15.57,126.83
91.62,16.70,126.92
91.82,18.00,127.01
92.06,19.49,127.08
92.29,21.20,127.10
92.53,23.13,127.11
92.74,25.28,127.07
92.89,27.67,126.99
92.93,30.30,126.80
92.84,33.13,126.47
92.66,36.11,126.01
92.40,39.15,125.44
91.97,42.09,124.76
91.37,44.84,123.94
90.63,47.41,122.91
89.70,49.86,121.56
88.49,52.14,119.85
87.06,54.19,117.91
85.46,55.37,116.21
83.87,55.39,114.83
82.88,54.71,114.01
82.69,53.74,113.76
83.14,52.67,113.94
83.90,51.59,114.37
84.68,50.46,114.91
85.32,49.28,115.47
85.78,48.06,116.00
86.08,46.79,116.52
86.26,45.47,117.03
86.30,44.13,117.51
86.33,42.69,118.04
86.42,41.11,118.65
86.57,39.36,119.34
86.79,37.39,120.09
87.06,35.22,120.88
87.24,32.96,121.65
87.38,30.57,122.40
87.45,28.09,123.12
87.45,25.56,123.81
87.35,23.01,124.48
87.22,20.40,125.18
87.05,17.76,125.91
86.90,15.08,126.71
86.76,12.43,127.60
86.65,9.88,128.61
86.57,7.47,129.75
86.53,5.26,131.03
86.60,3.23,132.47
86.72,1.44,134.00
86.94,-0.13,135.60
87.28,-1.53,137.22
87.70,-2.76,138.80
88.07,-3.79,140.28
88.27,-4.53,141.63
88.27,-4.95,142.79
88.08,-5.08,143.71
87.73,-4.96,144.35
87.22,-4.67,144.64
86.95,-4.50,143.99
87.45,-3.84,143.07
88.16,-4.09,142.69
88.98,-5.14,142.63
89.39,-5.65,142.54
89.58,-5.57,142.59
89.72,-5.27,142.64
89.71,-5.21,142.76
89.71,-5.15,142.90
89.76,-4.93,143.02
89.74,-4.69,143.11
89.70,-4.43,143.22
89.61,-4.18,143.34
89.54,-4.02,143.49
89.49,-3.90,143.63
89.48,-3.82,143.72
89.48,-3.74,143.80
89.47,-3.64,143.86
89.44,-3.54,143.93
89.39,-3.44,144.00
89.32,-3.33,144.08
89.25,-3.20,144.16
89.16,-3.06,144.25
89.08,-2.89,144.32
89.00,-2.71,144.40
88.91,-2.52,144.46
88.82,-2.30,144.53
88.73,-2.07,144.58
88.64,-1.81,144.64
88.55,-1.53,144.68
88.48,-1.23,144.72
88.41,-0.92,144.75
88.36,-0.58,144.78
88.32,-0.22,144.79
88.28,0.14,144.81
88.24,0.52,144.82
88.19,0.90,144.82
88.14,1.28,144.83
88.10,1.66,144.85
88.07,2.04,144.86
88.06,2.42,144.86
88.07,2.78,144.84
88.09,3.11,144.81
88.11,3.43,144.78
88.16,3.73,144.75
88.24,4.01,144.71
88.33,4.29,144.67
88.44,4.56,144.62
88.57,4.84,144.56
88.71,5.13,144.51
88.86,5.46,144.45
89.02,5.82,144.40
89.18,6.24,144.37
89.34,6.73,144.35
89.48,7.29,144.36
89.63,7.94,144.38
89.76,8.69,144.42
89.91,9.58,144.48
90.06,10.61,144.55
90.21,11.83,144.61
90.36,13.26,144.68
90.50,14.90,144.75
90.60,16.79,144.79
90.66,18.94,144.82
90.66,21.34,144.81
90.54,23.97,144.73
90.28,26.81,144.53
89.97,29.79,144.23
89.68,32.80,143.87
89.46,35.70,143.51
89.20,38.39,143.12
88.82,40.92,142.59
88.31,43.35,141.86
87.46,45.63,140.71
85.75,47.65,138.71
83.15,49.10,136.01
80.17,49.34,133.36
77.48,48.53,131.15
75.65,47.16,129.62
74.72,45.62,128.72
74.48,44.04,128.37
74.67,42.44,128.38
75.02,40.80,128.61
75.35,39.14,129.00
75.59,37.47,129.51
75.72,35.80,130.12
75.76,34.13,130.83
75.74,32.46,131.64
75.72,30.80,132.56
75.72,29.13,133.58
75.77,27.40,134.70
75.87,25.60,135.93
76.03,23.72,137.21
76.19,21.73,138.53
76.33,19.66,139.84
76.40,17.52,141.10
76.35,15.33,142.32
76.20,13.11,143.49
75.97,10.90,144.64
75.68,8.73,145.82
75.36,6.61,147.07
75.07,4.61,148.44
74.81,2.76,149.97
74.61,1.14,151.63
74.42,-0.20,153.40
74.25,-1.27,155.22
74.06,-2.09,157.04
73.89,-2.74,158.78
73.73,-3.24,160.38
73.53,-3.63,161.75
73.25,-3.91,162.85
72.88,-4.06,163.67
72.44,-4.05,164.22
71.97,-3.89,164.50
71.88,-4.00,164.05
72.85,-3.89,162.76
74.11,-3.83,161.47
74.92,-4.49,160.59
75.52,-5.42,160.03
76.08,-5.85,159.88
76.44,-5.82,159.98
76.35,-5.68,160.11
76.21,-5.69,160.35
76.02,-5.66,160.57
75.97,-5.49,160.67
76.07,-5.34,160.67
76.25,-5.18,160.62
76.40,-5.03,160.60
76.51,-4.95,160.62
76.56,-4.92,160.65
76.60,-4.92,160.69
76.67,-4.93,160.72
76.75,-4.93,160.73
76.83,-4.90,160.73
76.89,-4.83,160.73
76.93,-4.72,160.72
76.95,-4.56,160.71
76.95,-4.37,160.69
76.96,-4.15,160.67
76.97,-3.89,160.63
77.00,-3.62,160.59
77.04,-3.31,160.53
77.09,-2.99,160.46
77.15,-2.65,160.38
77.22,-2.29,160.30
77.28,-1.91,160.22
77.36,-1.52,160.13
77.44,-1.12,160.04
77.53,-0.71,159.95
77.63,-0.30,159.85
77.73,0.12,159.74
77.84,0.53,159.64
77.96,0.94,159.52
78.09,1.36,159.39
78.22,1.78,159.24
78.36,2.19,159.09
78.51,2.58,158.93
78.65,2.97,158.76
78.79,3.34,158.60
78.94,3.71,158.45
79.08,4.07,158.29
79.23,4.42,158.14
79.39,4.77,158.00
79.55,5.12,157.87
79.71,5.47,157.74
79.87,5.85,157.62
80.04,6.25,157.51
80.21,6.70,157.41
80.37,7.21,157.31
80.53,7.79,157.21
80.68,8.47,157.12
80.82,9.24,157.02
80.95,10.14,156.92
81.07,11.17,156.81
81.17,12.35,156.69
81.27,13.73,156.55
81.37,15.32,156.38
81.43,17.13,156.14
81.43,19.16,155.79
81.32,21.40,155.31
81.09,23.86,154.67
80.75,26.48,153.86
80.24,29.22,152.86
79.60,32.03,151.69
78.83,34.81,150.44
77.89,37.45,149.12
76.75,39.93,147.65
75.36,42.28,145.94
73.65,44.42,143.90
71.60,46.15,141.58
69.47,47.36,139.39
67.77,47.63,138.10
66.92,47.09,137.87
66.99,46.14,138.41
67.74,45.17,139.45
68.84,44.21,140.77
70.04,43.18,142.24
71.18,42.02,143.76
72.18,40.70,145.25
72.97,39.18,146.65
73.52,37.43,147.89
73.84,35.48,148.97
73.97,33.38,149.88
73.94,31.18,150.65
73.80,28.91,151.32
73.59,26.60,151.92
73.35,24.26,152.48
73.12,21.92,153.04
72.92,19.58,153.63
72.76,17.26,154.26
72.62,14.96,154.94
72.49,12.68,155.68
72.36,10.43,156.50
72.21,8.19,157.41
72.03,5.96,158.45
71.84,3.77,159.66
71.62,1.67,161.03
71.34,-0.30,162.54
70.96,-2.09,164.14
70.50,-3.69,165.81
69.99,-5.07,167.49
69.48,-6.23,169.16
69.01,-7.13,170.78
68.63,-7.77,172.30
68.38,-8.16,173.65
68.19,-8.34,174.70
67.94,-8.39,175.34
67.50,-8.29,175.54
66.85,-8.00,175.32
66.32,-7.74,174.71
66.98,-7.65,173.06
68.66,-7.03,171.46
70.13,-7.34,170.96
71.18,-8.30,170.83
71.78,-8.77,170.88
72.08,-8.84,170.95
72.24,-8.97,171.07
72.30,-9.12,171.21
72.43,-9.09,171.23
72.69,-9.01,171.16
72.93,-8.85,171.06
73.07,-8.66,170.99
