X,Y,Z
90.03,-1.39,198.19
90.05,-1.35,198.15
90.07,-1.32,198.11
90.08,-1.29,198.07
90.09,-1.28,198.03
90.08,-1.25,197.99
90.08,-1.25,197.96
90.06,-1.24,197.93
90.04,-1.25,197.91
90.02,-1.27,197.89
89.99,-1.28,197.87
89.96,-1.29,197.84
89.92,-1.30,197.81
89.91,-1.32,197.79
89.91,-1.33,197.77
89.91,-1.35,197.75
89.88,-1.37,197.73
89.87,-1.40,197.67
89.87,-1.42,197.60
89.85,-1.44,197.54
89.84,-1.47,197.48
89.82,-1.50,197.43
89.79,-1.53,197.39
89.76,-1.56,197.40
89.73,-1.60,197.41
89.69,-1.64,197.42
89.64,-1.67,197.43
89.59,-1.70,197.43
89.53,-1.71,197.44
89.50,-1.73,197.50
89.48,-1.73,197.56
89.47,-1.75,197.62
89.43,-1.77,197.67
89.42,-1.78,197.72
89.41,-1.79,197.76
89.42,-1.82,197.71
89.45,-1.83,197.67
89.48,-1.84,197.64
89.50,-1.85,197.61
89.50,-1.84,197.57
89.46,-1.84,197.53
89.40,-1.86,197.52
89.37,-1.88,197.51
89.38,-1.89,197.51
89.39,-1.90,197.51
89.39,-1.92,197.51
89.33,-1.98,197.50
89.27,-2.03,197.54
89.23,-2.07,197.56
89.21,-2.09,197.58
89.18,-2.10,197.60
89.16,-2.12,197.62
89.12,-2.12,197.65
89.10,-2.14,197.63
89.08,-2.17,197.63
89.06,-2.21,197.64
89.03,-2.24,197.65
89.04,-2.30,197.68
89.04,-2.34,197.71
89.06,-2.38,197.74
89.08,-2.39,197.77
89.10,-2.39,197.79
89.12,-2.40,197.81
89.14,-2.40,197.84
89.15,-2.41,197.85
89.15,-2.42,197.87
89.16,-2.46,197.89
89.16,-2.50,197.91
89.17,-2.55,197.93
89.17,-2.61,197.95
89.18,-2.65,197.97
89.17,-2.69,197.99
89.17,-2.74,198.00
89.17,-2.79,198.02
89.16,-2.84,198.04
89.15,-2.88,198.06
89.15,-2.91,198.07
89.14,-2.93,198.08
89.13,-2.95,198.09
89.11,-2.96,198.10
89.08,-2.97,198.11
89.05,-2.98,198.13
89.03,-2.98,198.13
89.00,-2.97,198.14
88.98,-2.95,198.15
88.96,-2.93,198.15
