-,-,-
-0.02,0.85,-0.12,-38.33,62.74,19.96,0.86,76.19,3,607,11,26
0.05,0.90,0.01,-27.40,48.77,35.89,0.90,66.46,3,609,11,27
0.26,0.96,0.08,-30.21,44.68,34.91,1.00,64.25,3,615,12,28
0.39,1.08,0.11,-26.00,37.54,15.14,1.15,48.11,3,618,13,22
0.39,0.99,0.06,-17.21,34.06,-5.92,1.06,38.62,3,624,13,24
0.38,0.97,0.04,-13.18,39.06,-15.32,1.04,43.98,3,626,12,21
0.41,0.89,-0.01,-8.73,45.72,-12.94,0.98,48.31,3,627,11,23
0.49,0.92,0.02,-12.21,48.58,-3.85,1.05,50.24,3,644,11,23
0.59,0.92,0.02,-2.75,43.15,-1.34,1.09,43.26,3,655,14,21
0.56,0.84,0.03,-1.28,34.48,-6.53,1.01,35.12,3,660,13,22
0.49,0.89,0.08,-4.64,45.84,-6.53,1.02,46.53,3,664,13,22
0.57,0.77,0.01,-3.30,56.40,-2.62,0.96,56.55,3,661,12,21
0.65,0.71,0.03,-16.24,55.24,-8.48,0.96,58.20,3,657,13,20
0.71,0.77,0.07,-19.29,44.01,-16.78,1.05,50.89,3,659,15,21
0.69,0.72,0.03,-10.13,20.81,-24.23,1.00,33.51,3,660,14,18
0.62,0.68,-0.01,-13.18,-5.49,-25.94,0.93,29.61,3,660,10,19
0.49,0.76,0.02,-21.97,-29.30,-26.98,0.90,45.49,3,660,13,19
0.33,0.89,0.08,-23.56,-41.02,-28.69,0.95,55.32,4,666,15,19
0.31,0.92,0.06,-8.85,-42.11,-24.11,0.97,49.33,4,667,13,19
0.31,0.86,-0.01,2.81,-39.31,-21.67,0.92,44.97,4,672,15,17
0.37,0.77,-0.03,3.91,-32.78,-23.13,0.86,40.31,4,676,15,16
0.43,0.87,0.03,1.28,-13.37,-26.49,0.97,29.70,4,687,16,17
0.53,0.82,0.01,15.62,4.03,-37.35,0.98,40.69,4,694,17,15
0.53,0.70,-0.10,18.37,10.38,-39.00,0.88,44.34,4,697,18,18
0.60,0.70,-0.16,10.38,4.21,-26.18,0.93,28.48,4,706,17,16
0.60,0.65,-0.17,0.79,-11.66,-17.40,0.90,20.96,5,703,17,17
0.28,0.82,0.18,2.38,5.37,-3.48,0.88,6.83,5,705,25,14
0.96,-0.23,-0.77,73.06,12.45,71.59,1.25,103.05,8,717,64,8
0.23,1.96,0.01,11.90,-15.32,155.09,1.97,156.30,21,751,107,11
0.36,1.61,-0.13,45.78,-18.80,104.19,1.65,115.34,40,749,137,13
0.26,1.05,0.09,61.04,-20.87,73.00,1.09,97.42,65,731,151,14
0.18,0.98,0.21,28.32,-9.16,58.04,1.02,65.23,136,722,158,14
0.22,1.15,0.04,-7.26,2.87,44.43,1.17,45.11,269,710,163,14
0.25,1.11,-0.05,-3.91,3.60,27.47,1.13,27.97,401,695,167,16
0.22,1.07,0.00,8.30,0.43,15.44,1.09,17.54,434,679,163,19
0.20,1.03,0.05,9.89,0.06,6.90,1.05,12.06,480,672,165,20
0.20,1.03,0.03,7.08,0.67,-3.05,1.05,7.74,434,673,163,20
0.20,0.99,0.05,1.89,2.01,-13.24,1.02,13.53,286,684,169,21
0.22,1.01,0.03,-2.50,3.11,-19.23,1.03,19.64,272,705,165,19
0.24,0.98,0.00,0.37,3.17,-20.94,1.01,21.18,184,723,166,19
0.25,0.94,0.02,2.99,2.69,-20.75,0.97,21.14,112,743,168,18
0.26,0.94,0.00,3.97,2.87,-19.47,0.98,20.08,81,759,172,19
0.25,0.99,0.05,3.30,2.99,-20.75,1.02,21.22,61,766,169,16
0.28,0.79,0.01,3.11,2.56,-20.08,0.84,20.48,56,770,169,15
0.29,0.83,0.00,-0.24,1.28,-10.07,0.88,10.15,58,768,165,16
0.29,0.94,0.03,-0.31,0.67,-3.23,0.98,3.32,65,763,173,16
0.28,1.00,0.04,-5.19,2.44,-9.34,1.04,10.96,79,760,172,15
0.29,1.05,0.04,-6.71,4.15,-17.21,1.09,18.94,81,767,173,15
0.31,1.15,0.01,-8.79,5.49,-29.60,1.20,31.36,65,771,177,18
0.34,0.93,-0.02,-4.76,5.80,-42.48,0.99,43.14,54,779,176,17
