X,Y,Z
75.36,-3.48,178.83
74.98,-2.88,178.64
75.04,-1.6,178.35
75.14,0.09,178.1
75.29,1.83,177.89
75.57,3.41,177.65
75.83,4.75,177.4
76.01,5.78,177.2
76.05,6.27,176.97
76.06,6.13,176.73
75.97,5.61,176.51
75.78,4.93,176.28
75.52,4.17,176.01
75.19,3.32,175.71
74.81,2.35,175.4
74.41,1.21,175.12
74.04,-0.09,174.93
73.72,-1.49,174.83
73.43,-2.94,174.83
73.16,-4.41,174.93
72.86,-5.9,175.12
72.55,-7.39,175.37
72.23,-8.87,175.68
71.89,-10.33,176.05
71.53,-11.73,176.48
71.14,-13.08,176.97
70.74,-14.42,177.54
70.35,-15.75,178.17
69.95,-17.07,178.85
69.51,-18.37,179.56
69.01,-19.63,180.3
68.45,-20.83,181.05
67.82,-21.95,181.8
67.1,-22.96,182.57
66.35,-23.86,183.33
65.64,-24.65,184.07
65.04,-25.34,184.74
64.55,-25.93,185.3
64.19,-26.43,185.68
63.94,-26.85,185.84
63.79,-27.22,185.79
63.74,-27.54,185.56
63.8,-27.82,185.21
63.98,-28.03,184.77
64.29,-28.13,184.28
64.75,-28.04,183.74
65.65,-27.42,183.06
67,-26.28,182.18
68.65,-24.89,181.28
70.5,-23.42,180.42
72.26,-21.86,179.65
73.8,-20.2,179.07
75.1,-18.47,178.71
76.12,-16.68,178.6
76.75,-14.87,178.76
77.17,-13.12,179.07
77.46,-11.54,179.4
77.6,-10.18,179.71
77.66,-9.14,179.92
77.71,-8.34,180.02
77.7,-7.66,180
77.64,-7.12,179.95
77.55,-6.68,179.92
77.45,-6.33,179.91
77.37,-6.05,179.91
77.31,-5.81,179.89
77.28,-5.59,179.85
77.29,-5.36,179.79
77.32,-5.13,179.71
77.4,-4.86,179.63
77.5,-4.58,179.54
77.62,-4.3,179.46
77.73,-4.03,179.37
77.85,-3.78,179.29
77.95,-3.55,179.21
78.03,-3.37,179.14
78.1,-3.23,179.09
78.18,-3.15,179.05
78.22,-3.12,179.03
78.26,-3.11,179.02
78.28,-3.1,179.01
78.29,-3.09,179
78.29,-3.09,178.99
78.28,-3.09,178.98
78.27,-3.09,178.98
78.23,-3.11,178.97
78.18,-3.12,178.97
78.11,-3.14,178.97
78.02,-3.15,178.98
77.94,-3.16,178.98
77.86,-3.16,178.99
77.78,-3.15,178.99
77.72,-3.14,179
77.67,-3.12,179
77.64,-3.11,179.01
77.61,-3.09,179.01
77.58,-3.07,179.01
77.55,-3.06,179.01
77.52,-3.04,179.01
77.5,-3.02,179.01
77.48,-3.01,179.01
77.48,-2.98,179
77.48,-2.95,179
77.48,-2.91,179
77.48,-2.85,178.99
77.47,-2.79,178.99
77.47,-2.7,179
77.47,-2.6,179.01
77.46,-2.48,179.01
77.47,-2.34,179.02
77.49,-2.2,179.01
77.5,-2.04,178.99
77.54,-1.88,178.96
77.61,-1.69,178.92
77.63,-1.51,178.84
77.57,-1.32,178.72
77.57,-1.1,178.6
77.55,-0.76,178.48
77.6,-0.27,178.38
77.65,0.34,178.3
77.67,0.99,178.21
77.67,1.72,178.13
77.67,2.53,178.07
77.66,3.41,178.02
77.64,4.37,177.98
77.65,5.41,177.94
77.68,6.53,177.89
77.77,7.74,177.84
77.91,9.07,177.77
78.14,10.55,177.67
78.43,12.23,177.51
78.75,14.18,177.3
79.04,16.46,177.05
79.25,19.06,176.74
79.32,21.94,176.38
79.27,25,175.99
79.15,28.18,175.59
78.95,31.39,175.17
78.57,34.56,174.72
78.07,37.65,174.21
77.49,40.66,173.62
76.86,43.64,172.93
76.27,46.46,172
75.73,48.39,170.94
75.09,49.12,170.13
74.63,48.93,169.72
74.73,48.33,169.79
75.27,47.22,170.15
76.09,45.79,170.62
76.89,44.17,171.05
77.51,42.48,171.38
77.89,40.74,171.61
78.06,38.9,171.72
78.11,36.94,171.74
78.07,34.86,171.7
77.98,32.67,171.61
77.85,30.41,171.5
77.71,28.11,171.38
77.56,25.78,171.26
77.38,23.42,171.15
77.18,21.07,171.06
