-,-,-
-0.01,0.98,0.03,1.46,0.98,-0.67,0.98,1.88,107,517,116,144
-0.02,0.98,0.03,1.46,1.28,-0.67,0.99,2.06,109,521,118,139
-0.01,0.98,0.03,0.79,1.22,-0.67,0.98,1.60,97,526,118,136
-0.02,0.98,0.03,1.16,1.34,-0.49,0.98,1.84,94,526,114,140
-0.01,0.99,0.02,1.16,1.16,-0.24,0.99,1.66,99,529,116,140
-0.01,0.98,0.02,1.22,1.22,-0.12,0.98,1.73,87,529,116,141
-0.02,0.99,0.02,0.67,1.34,0.18,0.99,1.51,87,524,111,140
-0.02,0.98,0.02,1.77,1.34,0.12,0.98,2.23,80,523,113,137
-0.02,0.99,0.02,1.16,1.28,-0.18,0.99,1.74,95,517,110,143
-0.02,0.98,0.03,1.59,1.22,-0.37,0.98,2.04,90,517,113,140
-0.02,0.98,0.03,1.71,1.16,-0.55,0.98,2.14,87,514,113,146
-0.02,0.99,0.03,2.20,0.98,-0.24,0.99,2.42,95,510,112,146
-0.02,0.98,0.03,2.62,1.16,0.18,0.99,2.88,89,508,116,146
-0.02,0.98,0.03,2.32,1.16,0.24,0.98,2.60,102,507,112,153
-0.02,0.98,0.02,1.04,1.22,0.24,0.98,1.62,101,504,116,153
-0.02,0.98,0.03,0.92,1.04,0.00,0.98,1.38,106,502,113,153
-0.02,0.99,0.02,1.34,1.40,0.00,0.99,1.94,102,501,117,153
-0.02,0.98,0.03,2.56,1.10,-0.37,0.99,2.81,96,499,113,157
-0.02,0.98,0.03,2.44,1.22,0.06,0.98,2.73,104,498,118,153
-0.02,0.99,0.03,2.14,1.46,-0.06,0.99,2.59,101,496,114,157
-0.02,0.99,0.03,2.75,0.98,-0.24,0.99,2.93,109,494,116,158
-0.02,0.98,0.03,4.27,0.85,-0.37,0.98,4.37,117,495,120,159
-0.02,0.98,0.03,5.00,0.73,-0.49,0.98,5.08,107,492,118,161
-0.02,0.98,0.03,4.64,1.28,-0.31,0.98,4.82,121,489,116,163
-0.02,0.98,0.04,3.60,1.53,-0.06,0.98,3.91,124,486,120,164
-0.02,0.99,0.04,2.08,1.22,0.24,0.99,2.42,117,484,120,168
-0.02,0.99,0.04,2.93,0.79,-0.37,0.99,3.06,138,483,119,170
-0.02,0.98,0.04,3.60,1.28,-0.37,0.98,3.84,113,479,123,172
-0.02,0.98,0.04,3.54,1.28,-0.31,0.98,3.78,129,477,117,172
-0.02,0.99,0.04,3.23,1.53,-0.12,0.99,3.58,124,476,123,167
-0.02,0.98,0.04,3.11,1.59,-0.12,0.98,3.50,133,474,118,176
-0.02,0.98,0.04,3.42,1.83,-0.18,0.99,3.88,127,469,120,172
-0.02,0.98,0.05,3.23,2.32,0.06,0.98,3.98,113,467,124,171
-0.02,0.99,0.04,2.93,3.30,0.00,0.99,4.41,107,465,119,175
-0.02,0.98,0.05,3.60,2.20,-0.31,0.98,4.23,119,466,120,175
-0.02,0.98,0.05,3.66,0.67,-0.18,0.99,3.73,123,465,116,177
-0.02,0.98,0.05,2.69,0.31,-0.06,0.98,2.70,120,468,120,169
-0.02,0.99,0.04,1.71,-0.18,-0.55,0.99,1.80,106,467,116,174
-0.02,0.99,0.05,2.26,0.24,-1.46,0.99,2.70,108,469,114,174
-0.01,0.99,0.04,3.36,0.37,-1.77,0.99,3.81,121,473,115,172
-0.03,1.00,0.05,4.46,0.67,-2.01,1.00,4.94,122,481,126,167
-0.02,0.97,0.06,3.23,0.98,-2.44,0.97,4.17,143,486,123,168
-0.01,0.97,0.06,2.62,0.85,-2.20,0.98,3.53,132,491,130,165
-0.02,0.99,0.05,-0.06,0.31,-2.20,0.99,2.22,147,497,134,163
-0.03,0.98,0.05,0.06,0.18,-3.05,0.98,3.06,139,505,139,146
