-,-,-
0.06,0.99,0.00,-1.22,-0.31,-1.04,0.99,1.63,280,597,106,123
0.06,0.99,0.00,-1.16,-0.43,-1.22,0.99,1.74,213,593,108,119
0.06,0.99,0.00,-1.46,-0.55,-1.46,0.99,2.14,228,594,103,118
0.06,0.99,0.00,-1.40,-0.85,-1.59,1.00,2.28,238,593,110,110
0.07,0.99,0.00,-1.34,-0.92,-1.65,0.99,2.31,286,595,106,97
0.07,1.00,0.00,-1.34,-1.22,-1.89,1.00,2.62,256,599,116,76
0.07,1.02,-0.01,-3.11,-1.83,-3.05,1.02,4.73,286,609,114,55
0.07,1.06,-0.03,-1.04,-3.30,-8.06,1.06,8.77,202,647,112,20
0.09,1.33,-0.12,13.61,-5.25,-20.87,1.34,25.47,136,717,114,0
0.03,1.63,-0.01,-10.13,-12.57,-47.49,1.63,50.16,71,776,113,0
0.26,1.15,-0.31,3.60,-19.04,-71.53,1.22,74.11,35,804,110,0
0.25,1.23,-0.27,-13.92,-41.99,-82.52,1.28,93.63,15,817,93,0
0.31,1.26,-0.25,3.60,-70.43,-84.84,1.32,110.33,7,829,65,2
0.25,0.70,-0.22,23.32,-82.64,-78.19,0.78,116.13,2,820,38,13
-0.63,0.52,0.14,-8.73,-28.93,-59.20,0.83,66.47,1,804,14,16
-0.04,0.28,-0.34,-47.36,150.70,-42.85,0.44,163.67,1,799,12,18
0.49,0.80,-0.34,-91.80,195.13,-32.10,1.00,218.02,1,798,11,17
0.82,0.77,-0.30,-72.39,133.73,-22.64,1.16,153.74,1,786,11,19
0.77,0.82,-0.23,-40.95,41.93,-7.69,1.15,59.12,2,789,11,19
0.40,0.63,-0.15,-29.54,-10.31,-18.01,0.76,36.10,2,788,13,18
0.68,0.74,-0.00,21.00,-46.88,-17.58,1.01,54.29,5,792,27,9
-0.19,1.15,0.63,75.74,-79.22,-19.71,1.32,111.37,10,787,44,4
0.43,0.63,0.49,75.56,-63.96,-3.36,0.91,99.06,25,802,94,0
0.16,0.89,0.51,38.09,-16.48,25.33,1.04,48.62,40,808,123,0
0.29,1.08,0.12,-19.23,9.64,16.48,1.13,27.10,54,810,147,0
0.42,1.26,-0.23,-31.98,16.05,-2.69,1.34,35.89,64,820,156,0
0.41,1.12,-0.19,-8.85,2.26,-19.35,1.21,21.40,67,825,160,0
0.36,0.81,-0.00,4.33,-3.91,-26.79,0.89,27.42,78,828,165,0
0.37,0.72,0.02,-4.52,0.98,-18.86,0.81,19.42,74,832,167,0
0.43,0.90,-0.14,-3.23,2.20,-5.55,1.01,6.79,80,844,177,0
0.43,0.91,-0.18,12.51,-3.91,-4.88,1.02,13.99,72,848,178,0
0.43,0.95,-0.11,23.13,-9.95,-2.87,1.05,25.34,75,842,185,0
0.37,0.95,0.04,22.77,-10.44,-5.19,1.02,25.58,79,842,181,0
0.39,0.98,0.02,12.63,-4.33,-8.73,1.06,15.96,72,847,184,0
0.43,0.98,-0.05,14.59,-3.91,-14.10,1.07,20.66,59,868,183,0
0.42,0.87,-0.01,18.74,-6.10,-15.62,0.97,25.15,49,867,183,0
0.44,0.84,-0.02,19.78,-5.43,-10.86,0.94,23.21,40,872,189,0
0.43,0.82,0.02,22.22,-5.55,-3.23,0.93,23.13,32,879,185,0
0.42,0.91,0.05,21.00,-5.74,-1.77,1.00,21.84,28,880,185,0
0.42,0.93,0.06,19.29,-5.00,-6.23,1.03,20.88,23,885,185,0
0.44,0.89,0.13,14.40,-2.99,-11.66,1.00,18.77,19,888,180,0
0.43,0.80,0.05,6.41,-0.12,-12.15,0.91,13.73,16,894,179,0
0.45,0.81,0.04,2.87,-0.06,-8.18,0.93,8.67,15,896,177,0
0.45,0.97,0.05,1.71,-0.37,-6.59,1.07,6.82,15,897,177,0
0.45,0.97,0.04,5.25,-1.04,-14.71,1.07,15.65,14,902,174,0
0.45,0.98,0.07,5.43,-1.28,-26.98,1.08,27.55,13,899,177,0
0.44,1.08,0.10,2.56,-0.43,-41.44,1.17,41.52,13,900,182,0
0.51,1.25,-0.01,-0.85,-0.06,-64.21,1.35,64.21,12,899,183,0
0.50,0.95,0.02,8.24,-2.93,-92.29,1.07,92.70,11,900,182,0
0.52,0.80,0.10,6.96,-3.97,-97.17,0.96,97.50,10,903,184,0
0.54,0.75,0.14,5.55,-2.08,-106.63,0.93,106.79,10,903,181,0
0.61,0.66,0.09,-0.85,0.92,-103.52,0.91,103.52,9,898,187,0
0.69,0.61,-0.03,0.92,0.18,-95.34,0.92,95.34,8,894,177,1
0.74,0.61,-0.03,4.70,-6.16,-86.73,0.96,87.08,8,892,186,0
0.77,0.47,0.02,12.21,-11.66,-71.29,0.91,73.26,8,890,182,0
0.79,0.73,0.13,14.47,-12.27,-76.11,1.08,78.44,7,887,176,0
0.86,0.83,0.01,18.43,-13.43,-79.28,1.19,82.50,6,890,167,0
0.93,0.90,-0.13,30.88,-26.73,-87.22,1.30,96.31,5,889,153,0
0.87,0.82,0.20,42.66,-37.11,-104.37,1.21,118.70,3,889,135,0
0.83,0.96,0.45,36.68,-25.15,-119.69,1.35,127.69,2,889,116,0
0.91,0.83,0.14,41.26,-7.51,-132.63,1.24,139.10,1,899,92,2
1.05,0.44,-0.47,45.96,-20.94,-124.21,1.23,134.08,0,0,61,13
0.15,-0.74,-1.53,-3.23,-129.21,50.35,1.71,138.71,0,0,17,17
-0.98,0.24,0.12,-106.57,-177.55,95.34,1.01,227.97,0,0,8,12
-0.35,0.80,0.30,-95.28,-28.02,116.70,0.92,153.24,0,0,10,9
0.05,0.70,0.21,-75.32,47.24,89.97,0.73,126.48,0,0,12,8
0.56,0.51,0.07,-70.92,-3.85,103.76,0.76,125.74,0,0,18,10
0.28,0.72,0.51,-85.69,-42.72,102.78,0.92,140.47,0,0,15,9
0.18,0.64,0.62,-74.34,0.00,91.25,0.91,117.70,0,0,18,9
0.49,0.56,0.32,-66.96,52.31,86.24,0.81,121.07,0,0,16,10
1.08,0.71,0.20,-79.65,25.76,63.72,1.30,105.20,0,0,12,7
0.86,0.74,0.53,-76.72,-13.73,30.82,1.25,83.81,0,0,10,8
0.80,0.67,0.52,-60.00,26.55,28.08,1.17,71.36,0,0,8,9
1.35,0.71,0.19,-52.06,51.88,17.03,1.54,75.45,0,0,5,7
1.46,0.50,0.16,-59.88,6.10,-2.14,1.55,60.22,0,0,6,9
1.07,0.77,0.53,-60.42,-9.83,12.88,1.42,62.56,0,0,5,9
1.22,0.68,0.36,-31.86,23.74,12.02,1.44,41.51,0,0,5,10
1.11,0.80,0.29,-18.49,37.29,-13.31,1.40,43.70,0,0,5,14
0.58,0.69,0.02,8.18,46.02,-32.29,0.91,56.81,0,0,7,14
0.07,0.59,-0.19,-6.47,57.25,-21.48,0.62,61.49,0,0,5,18
-0.13,0.73,-0.14,-15.87,61.71,4.88,0.76,63.90,0,0,7,19
0.35,0.73,-0.11,-13.31,46.57,44.31,0.82,65.65,1,879,7,16
0.66,0.73,0.03,-4.70,25.82,74.16,0.98,78.66,1,872,8,11
0.91,0.58,-0.00,15.20,57.31,68.85,1.08,90.86,1,861,12,6
1.36,0.53,-0.33,30.88,109.44,46.94,1.50,123.02,1,856,14,3
1.90,0.28,-0.47,46.75,96.37,-23.86,1.97,109.74,2,856,18,4
1.35,0.34,-0.08,20.87,34.79,-69.34,1.40,80.33,2,860,18,6
-0.84,0.94,1.26,160.34,-19.35,38.39,1.78,166.00,7,876,52,0
0.87,-0.37,-0.46,75.20,16.72,199.95,1.05,214.28,20,890,151,0
0.01,3.65,-0.17,-15.26,10.80,254.82,3.66,255.51,28,889,173,0
0.28,1.15,-0.07,44.43,-5.13,115.84,1.18,124.18,32736,2,178,0
0.16,1.11,0.40,20.69,-15.38,69.09,1.19,73.75,32736,0,192,0
0.27,1.97,-0.11,-28.38,4.03,22.09,1.99,36.19,32736,0,196,0
0.26,2.03,-0.15,-11.17,-0.18,-62.68,2.06,63.67,115,775,192,0
0.23,0.99,0.06,9.77,-4.58,-127.69,1.02,128.14,32736,7,195,0
0.31,0.51,0.08,-4.03,0.12,-122.80,0.60,122.87,57,847,198,0
0.47,0.49,-0.17,-9.58,3.42,-71.72,0.70,72.43,50,878,201,0
0.54,0.61,-0.13,8.18,-4.52,-36.62,0.83,37.79,44,882,201,0
0.49,0.70,-0.04,16.48,-9.09,-12.45,0.86,22.57,47,879,200,0
0.50,0.92,-0.01,18.37,-8.67,-2.08,1.05,20.42,46,875,198,0
0.51,0.99,-0.04,22.28,-8.91,-7.57,1.12,25.16,47,875,189,0
0.51,0.97,-0.02,26.31,-12.27,-18.62,1.10,34.48,41,875,188,0
0.52,0.75,0.01,28.56,-12.45,-20.75,0.91,37.44,35,872,187,0
0.50,0.68,0.06,28.44,-13.37,-11.78,0.85,33.56,31,875,191,0
0.50,0.84,0.10,21.67,-8.48,-9.03,0.98,24.96,29,878,185,0
0.53,0.80,0.06,18.98,-5.25,-11.35,0.96,22.73,26,872,191,0
0.53,0.40,0.02,23.13,-4.82,-0.55,0.67,23.64,23,874,183,0
0.49,0.89,0.20,10.80,-1.34,7.51,1.03,13.22,22,876,183,0
0.56,1.16,0.03,5.92,2.01,-13.24,1.29,14.65,21,879,189,0
0.58,0.98,0.03,13.67,-0.67,-33.75,1.14,36.42,18,884,179,0
0.57,0.39,0.01,23.01,-3.60,-27.89,0.70,36.34,15,890,174,0
0.55,0.76,0.13,19.23,-5.55,-4.82,0.95,20.58,13,892,172,0
0.58,1.01,0.16,13.55,-2.99,-22.28,1.18,26.25,13,889,175,0
0.59,0.77,0.17,14.89,-4.46,-29.42,0.99,33.27,12,890,172,0
0.66,1.52,-0.01,7.81,-5.55,-44.56,1.65,45.58,10,890,159,0
0.63,2.02,0.08,15.99,-17.09,-117.37,2.12,119.68,9,886,154,0
0.43,1.70,0.39,20.63,-13.61,-212.22,1.80,213.65,7,885,137,0
0.62,1.34,0.55,10.31,6.10,-257.51,1.58,257.79,4,875,109,0
0.51,0.89,0.08,33.33,27.59,-263.06,1.03,266.60,2,888,68,0
0.46,0.25,-0.12,16.17,13.67,-244.69,0.54,245.60,0,0,30,16
-0.58,-1.11,-0.62,-2.01,-8.73,-173.40,1.40,173.63,0,0,17,25
-1.35,0.21,-0.12,-26.00,-90.58,108.64,1.37,143.82,0,0,2,21
-0.89,0.51,0.03,-46.75,-91.43,122.68,1.02,159.99,0,0,5,17
-0.23,0.28,-0.17,-29.79,-57.37,166.87,0.40,178.95,0,0,7,15
0.16,0.54,-0.12,-57.25,-45.35,182.92,0.58,196.96,0,0,10,11
0.54,0.67,0.01,-85.21,-40.16,175.60,0.86,199.27,0,0,10,11
0.82,0.80,0.18,-91.06,-36.56,152.71,1.16,181.52,0,0,10,9
1.16,0.89,0.14,-113.65,-35.64,101.68,1.47,156.61,0,0,8,9
1.09,0.93,0.42,-138.98,-41.63,37.72,1.49,149.90,0,0,5,7
0.97,0.98,0.64,-124.51,8.91,48.83,1.52,134.04,0,0,4,8
